concentration,peak_area,predicted_concentration,residual
0.0,5.309448885867128e-08,0.35361152970051374,-0.35361152970051374
1.0,1286.3923330728987,0.9759700521224891,0.024029947877510893
2.0,2312.364128224758,1.4723367313131233,0.5276632686868767
3.0,5827.157203939265,3.17279884467601,-0.1727988446760098
5.0,9656.173961301796,5.025282842187864,-0.02528284218786414
