element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,17,2.0889,0.0010,2.0899,0.0009,2,1.84e+12,,0.0000,593.25,1s2.2s,2S,1/2,1s2.3p,2P*,3/2,,T5593,L10665
K,17,2.0931,0.0010,2.0931,0.0009,1,1.87e+12,,0.0000,592.35,1s2.2s,2S,1/2,1s2.3p,2P*,1/2,,T5593,L10665
K,16,2.1737,0.0010,2.1737,0.0009,3,1.4e+12,,33.983,604.36,2s.2p,3P*,2,2p.3p,3D,3,,T4591,L2563
K,16,2.1911,0.0010,2.1911,0.0010,1,2.1e+12,,0.000,565.85,2s2,1S,0,2s.3p,1P*,1,,T4591,L2563
K,17,2.2020,0.0005,2.2020,0.0005,2,4.53e+12,,[33.9082],596.96,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,T5593,L1816
K,17,2.2163,0.0005,2.2163,0.0005,3,5.41e+12,,[37.9426],597.36,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,T5593,L1816
K,17,2.2573,0.0010,2.2573,0.0010,1,2.43e+11,,[33.9082],583.16,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,,T6659,L10665
K,17,2.2741,0.0010,2.2740,0.0010,1,4.99e+11,,[37.9426],583.16,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,,T6659,L10665
K,16,2.2813,0.0010,2.2813,0.0010,3,3.0e+12,,[31.3082],574.79,2s.2p,3P*,1,2s.3d,3D,2,,T4591,L2563
K,16,2.2921,0.0010,2.2921,0.0011,5,7.6e+12,,33.983,574.90,2s.2p,3P*,2,2s.3d,3D,3,,T4591,L2563
K,15,2.3146,0.0010,2.3146,0.0009,1,,,0.000,535.66,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2D,3/2,,,L2563
K,15,2.3180,0.0010,2.3180,0.0009,2,,,3.5976,538.48,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2D,5/2,,,L2563
K,16,2.327,0.0010,2.3268,0.0011,2,5.2e+12,,81.854,614.71,2p2,3P,1,2p.3d,3D*,2,,T4591,L2563
K,16,2.3315,0.0010,2.3315,0.0011,4,6.8e+12,,83.875,615.66,2p2,3P,2,2p.3d,3D*,3,,T4591,L2563
K,16,2.3399,0.0010,2.3399,0.0011,5,9.5e+12,,92.077,621.94,2p2,1D,2,2p.3d,1F*,3,,T4591,L2563
K,15,2.3588,0.0010,2.3588,0.0009,1,,,0.000,525.62,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2P,1/2,,,L2563
K,15,2.3633,0.0010,2.3633,0.0009,1,,,3.5976,528.22,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2P,3/2,,,L2563
K,16,2.384,0.0010,2.3842,0.0011,3bl,4.3e+12,,60.108,580.12,2s.2p,1P*,1,2s.3d,1D,2,,T4591,L2563
K,15,2.3981,0.0010,2.3981,0.0010,3,,,55.236,572.25,2s.2p2,2D,5/2,2s.2p.(1P*).3d,2F*,7/2,,,L2563
K,15,2.413,0.0010,2.4130,0.0010,6,,,33.996+x,547.81+x,2s.2p2,4P,5/2,2s.2p.(3P*).3d,4P*,5/2,,,L2563
K,15,2.420,0.0010,2.4200,0.0010,8*,3.51e+12,,0.000,512.33,2s2.2p,2P*,1/2,2s2.3d,2D,3/2,,T6016,L2563
K,15,2.420,0.0010,2.4200,0.0010,8*,,,33.996+x,546.32+x,2s.2p2,4P,5/2,2s.2p.(3P*).3d,4D*,7/2,,,L2563
K,15,2.4328,0.0010,2.4328,0.0010,8,4.19e+12,,3.5976,513.23,2s2.2p,2P*,3/2,2s2.3d,2D,5/2,,T6016,L2563
K,15,2.477,0.0010,2.4770,0.0010,2,,,74.276,574.82,2s.2p2,2P,3/2,2s.2p.(1P*).3d,2D*,5/2,,,L2563
K,15,2.4889,0.0010,2.4889,0.0011,3,,,55.236,553.38,2s.2p2,2D,5/2,2s.2p.(3P*).3d,2F*,7/2,,,L2563
K,15,2.4946,0.0010,2.4946,0.0011,2,,,55.044,552.05,2s.2p2,2D,3/2,2s.2p.(3P*).3d,2F*,5/2,,,L2563
K,15,2.5265,0.0010,2.5265,0.0011,2,,,55.236,545.98,2s.2p2,2D,5/2,2s.2p.(3P*).3d,2D*,5/2,,,L2563
K,14,2.5700,0.0010,2.5700,0.0011,4,3.60e+12,,3.4995,485.93,2s2.2p2,3P,2,2s2.2p.3d,3P*,2,,T5052,L2563
K,14,2.5750,0.0010,2.5750,0.0011,5,5.68e+12,,3.4995,484.99,2s2.2p2,3P,2,2s2.2p.3d,3D*,3,,T5052,L2563
K,14,2.5818,0.0010,2.5821,0.0011,,1.80e+10,,3.4995,483.66,2s2.2p2,3P,2,2s2.2p.3d,3D*,2,,T5052,L4777
K,14,2.5909,0.0010,2.5909,0.0011,7,7.61e+12,,11.8927,490.43,2s2.2p2,1D,2,2s2.2p.3d,1F*,3,,T5052,L2563
K,14,2.6018,0.0010,2.6018,0.0011,,3.60e+11,,3.4995,480.03,2s2.2p2,3P,2,2s2.2p.3d,3F*,3,,T5052,L4777
K,14,2.6284,0.0010,2.6281,0.0011,,3.67e+11,,11.8927,483.66,2s2.2p2,1D,2,2s2.2p.3d,3D*,2,,T5052,L4777
K,14,2.6465,0.0010,2.6465,0.0011,,4.43e+12,,22.183,490.67,2s2.2p2,1S,0,2s2.2p.3d,1P*,1,,T5052,L4777
K,14,2.6591,0.0010,2.6591,0.0011,,3.09e+11,,11.8927,478.16,2s2.2p2,1D,2,2s2.2p.3d,3F*,2,,T5052,L4777
K,14,2.6816,0.0010,2.6816,0.0010,2,,,57.157,519.51,2s.(2S).2p3.(2D*),3D*,3,2s.2p2.(4P).3d,3F,4,,,L2563
K,13,2.7337,0.0010,2.7337,0.0007,8bl,,,0.0000,453.53,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,3/2,,,L2563
K,13,2.7384,0.0010,2.7384,0.0007,8,,,0.0000,452.77,2s2.2p3,4S*,3/2,2s2.2p2.(3P).3d,4P,5/2,,,L2563
K,13,2.744,0.0010,2.7440,0.0008,2bl,,,13.1075,464.94,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3d,2P,3/2,,,L2563
K,13,2.7507,0.0010,2.7492,0.0008,3,,,12.4677,463.45,2s2.2p3,2D*,3/2,2s2.2p2.(1D).3d,2F,5/2,,,L2563
K,13,2.753,0.0010,2.7531,0.0008,3bl,,,13.1075,463.45,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3d,2F,5/2,,,L2563
K,13,2.7586,0.0010,2.7586,0.0008,9,,,13.1075,462.55,2s2.2p3,2D*,5/2,2s2.2p2.(1D).3d,2F,7/2,,,L2563
K,19,,,2.7681195,0.0000008,,1.3719e+10,AA,(4385.66980),(4833.570254),3p,2P*,1/2,7s,2S,1/2,,T7771,
K,19,,,2.7684999,0.0000015,,7.9229e+10,AA,(4385.72681),(4833.565723),3s,2S,1/2,7p,2P*,1/2,,T7771,
K,19,,,2.7791276,0.0000006,,2.8335e+10,AA,(4387.44393),(4833.570254),3p,2P*,3/2,7s,2S,1/2,,T7771,
K,19,,,2.77913636,0.00000008,,6.4067e+09,AA,(4387.440803),(4833.565723),3d,2D,3/2,7p,2P*,1/2,,T7771,
K,13,2.7835,0.0010,2.7795,0.0008,2bl*,,,12.4677,458.53,2s2.2p3,2D*,3/2,2s2.2p2.(3P).3d,2D,5/2,,,L2563
K,13,2.7835,0.0010,2.7835,0.0008,2bl*,,,13.1075,458.53,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2D,5/2,,,L2563
K,13,2.8012,0.0010,2.8012,0.0008,4,,,20.8409,463.45,2s2.2p3,2P*,3/2,2s2.2p2.(1D).3d,2F,5/2,,,L2563
K,13,2.8160,0.0010,2.8160,0.0008,4,,,13.1075,453.40,2s2.2p3,2D*,5/2,2s2.2p2.(3P).3d,2F,7/2,,,L2563
K,13,2.8327,0.0010,2.8327,0.0008,5,,,19.9181,457.60,2s2.2p3,2P*,1/2,2s2.2p2.(3P).3d,2D,3/2,,,L2563
K,13,2.8958,0.0010,2.8958,0.0008,2,,,20.8409,449.00,2s2.2p3,2P*,3/2,2s2.2p2.(3P).3d,2P,3/2,,,L2563
K,12,2.9168,0.0010,2.9168,0.0009,4,1.18e+12,,0.000,425.07,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3D*,3,,T4919,L2563
K,12,2.9342,0.0010,2.9342,0.0009,4,2.00e+12,,2.3488,424.89,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3D*,1,,T4919,"L2563,L3922"
K,12,2.9367,0.0010,2.9367,0.0009,4,1.31e+10,,0.000,422.19,2s2.2p4,3P,2,2s2.2p3.(2P*).3d,3P*,2,,T7370,L2563
K,12,2.943,0.0010,2.9379,0.0009,3p,2.17e+12,,2.8773,424.89,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3D*,1,,T4919,L2563
K,12,2.953,0.0010,2.9526,0.0009,2bl*,8.24e+11,,2.8773,422.79,2s2.2p4,3P,0,2s2.2p3.(2P*).3d,3P*,1,,T4919,"L2563,L3922"
K,12,2.953,0.0010,2.9531,0.0009,2bl*,1.90e+11,,2.3488,422.19,2s2.2p4,3P,1,2s2.2p3.(2P*).3d,3P*,2,,T4919,"L2563,L3922"
K,12,2.9559,0.0010,2.9559,0.0009,3,3.07e+12,,0.000,419.45,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3S*,1,,T4919,L2563
K,10,2.9588,0.0005,2.9588,0.0006,0,,,0.000,419.03,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).4d,2[3/2]*,1,,,L7409
K,12,2.9667,0.0010,2.9667,0.0010,4,3.85e+12,,0.000,417.91,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3P*,2,,T4919,"L2563,L3922"
K,12,2.9735,0.0010,2.9734,0.0014,7bl*,5.50e+12,,9.86753,426.84,2s2.2p4,1D,2,2s2.2p3.(2P*).3d,1F*,3,,T4919,"L2563,L3922"
K,12,2.9735,0.0010,2.9735,0.0014,7bl*,3.25e+12,,0.000,416.96,2s2.2p4,3P,2,2s2.2p3.(2D*).3d,3D*,3,,T4919,"L2563,L3922"
K,10,2.9794,0.0005,2.9794,0.0006,0,,,0.000,416.14,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).4d,2[3/2]*,1,,,L7409
K,12,2.9921,0.0010,2.9921,0.0009,5,2.32e+12,,2.3488,416.72,2s2.2p4,3P,1,2s2.2p3.(2D*).3d,3D*,2,,T4919,L2563
K,12,2.9986,0.0010,2.9986,0.0009,4,3.49e+11,,2.8773,416.35,2s2.2p4,3P,0,2s2.2p3.(2D*).3d,3D*,1,,T4919,L2563
K,19,,,3.0124784,0.0000009,,2.2252e+10,AA,(4385.66980),(4797.238556),3p,2P*,1/2,6s,2S,1/2,,T7771,
K,19,,,3.0129483,0.0000018,,1.2566e+11,AA,(4385.72681),(4797.231373),3s,2S,1/2,6p,2P*,1/2,,T7771,
K,12,3.0151,0.0010,3.0150,0.0009,2,2.01e+12,,9.86753,421.09,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1F*,3,,T4919,L2563
K,12,3.0202,0.0010,3.0200,0.0009,2,5.23e+12,,20.1953,430.73,2s2.2p4,1S,0,2s2.2p3.(2P*).3d,1P*,1,,T4919,L3922
K,19,,,3.0255204,0.0000008,,4.5971e+10,AA,(4387.44393),(4797.238556),3p,2P*,3/2,6s,2S,1/2,,T7771,
K,19,,,3.02555030,0.00000019,,1.0811e+10,AA,(4387.440803),(4797.231373),3d,2D,3/2,6p,2P*,1/2,,T7771,
K,12,3.0351,0.0010,3.0351,0.0009,3,1.23e+12,,9.86753,418.37,2s2.2p4,1D,2,2s2.2p3.(2D*).3d,1D*,2,,T4919,L2563
K,12,3.0571,0.0010,3.0571,0.0009,7,1.40e+12,,0.000,405.56,2s2.2p4,3P,2,2s2.2p3.(4S*).3d,3D*,3,,T4919,L2563
K,12,3.0800,0.0010,3.0800,0.0009,3,8.62e+11,,2.3488,404.90,2s2.2p4,3P,1,2s2.2p3.(4S*).3d,3D*,2,,T4919,L2563
K,10,3.0887,0.0005,3.0887,0.0006,0,6.34e+11,,0.000,401.41,2s2.2p6,1S,0,2s.2p6.3p,1P*,1,,T6036,L7409
K,10,3.0937,0.0005,3.0937,0.0006,00,,,0.000,400.77,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,,L7409
K,10,3.1062,0.0005,3.1062,0.0006,00,1.60e+10,,0.000,399.15,2s2.2p6,1S,0,2s.2p6.3p,3P*,1,,T6036,L7409
K,10,3.1200,0.0005,3.1200,0.0006,00,,,0.000,397.38,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L7409
K,11,3.1457,0.0010,3.1455,0.0010,1,4.96e+10,,0.000,394.16,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,3/2,,T6437,L2181
K,11,3.1483,0.0010,3.1483,0.0010,10,4.72e+11,,0.000,393.81,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3d,2D,5/2,,T6437,L2181
K,11,3.1688,0.0010,3.1690,0.0003,9,1.17e+12,,2.9130,394.16,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3d,2D,3/2,,T6437,L2181
K,11,3.2099,0.0010,3.2099,0.0011,10,3.48e+11,,0.000,386.26,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,3/2,,T6437,L2181
K,11,3.2178,0.0010,3.2178,0.0011,20,3.10e+12,,0.000,385.31,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2D,5/2,,T6437,L2181
K,11,3.2278,0.0010,3.2278,0.0011,8,8.76e+10,,0.000,384.12,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2F,5/2,,T6437,L2181
K,11,3.2318,0.0010,3.2317,0.0011,10,2.30e+12,,0.000,383.64,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3d,2S,1/2,,T6437,L2181
K,11,3.2341,0.0010,3.2343,0.0003,18,2.80e+12,,2.9130,386.26,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2D,3/2,,T6437,L2181
K,11,3.2421,0.0010,3.2421,0.0003,8,4.30e+11,,2.9130,385.33,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2P,3/2,,T6437,L2181
K,11,3.2563,0.0010,3.2565,0.0003,6,7.47e+11,,2.9130,383.64,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3d,2S,1/2,,T6437,L2181
K,11,3.2808,0.0010,3.2808,0.0011,20,1.35e+12,,0.000,377.90,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2D,5/2,,T6437,L2181
K,11,3.2956,0.0010,3.2955,0.0011,10*,5.11e+11,,0.000,376.22,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2D,3/2,,T6437,L2181
K,11,3.2956,0.0010,3.2957,0.0011,10*,1.39e+11,,0.000,376.21,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2F,5/2,,T6437,L2181
K,11,3.3012,0.0010,3.3012,0.0011,10,9.90e+10,,0.000,375.57,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4P,5/2,,T6437,L2181
K,11,3.3028,0.0010,3.3027,0.0011,2,1.49e+11,,0.000,375.40,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,1/2,,T6437,L2181
K,11,3.3087,0.0010,3.2816,0.0011,10,2.04e+10,,0.000,(377.82),2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,2P,3/2,,T6437,L2181
K,11,3.3107,0.0010,3.3107,0.0011,8,1.08e+11,,0.000,374.49,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4F,5/2,,T6437,L2181
K,11,3.3134,0.0010,3.3135,0.0011,3,8.99e+10,,0.000,374.18,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3d,4P,1/2,,T6437,L2181
K,11,3.3211,0.0010,3.3213,0.0003,6,3.45e+11,,2.9130,376.22,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2D,3/2,,T6437,L2181
K,12,3.3237,0.0010,3.3237,0.0010,8,2.55e+11,,0.000,373.03,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,3,,T4919,L2183
K,12,3.3276,0.0010,3.3276,0.0010,0,1.35e+11,,0.000,372.60,2s2.2p4,3P,2,2s2.2p3.(2D*).3s,3D*,2,,T4919,L2183
K,11,3.3285,0.0010,3.3286,0.0003,6,8.24e+10,,2.9130,375.40,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,2P,1/2,,T6437,L2181
K,11,3.334,0.0010,3.3347,0.0003,4,2.06e+09,,2.9130,374.72,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3d,4P,3/2,,T6437,L2181
K,12,3.3486,0.0010,3.3487,0.0010,8,1.23e+11,,2.3488,372.60,2s2.2p4,3P,1,2s2.2p3.(2D*).3s,3D*,2,,T4919,L2183
K,12,3.3547,0.0010,3.3547,0.0010,3,9.29e+10,,2.8773,372.46,2s2.2p4,3P,0,2s2.2p3.(2D*).3s,3D*,1,,T4919,L2183
K,12,3.3957,0.0010,3.3956,0.0010,4,6.21e+11,,9.86753,375.00,2s2.2p4,1D,2,2s2.2p3.(2D*).3s,1D*,2,,T4919,L2183
K,12,3.4126,0.0010,3.4125,0.0010,5,5.35e+11,,0.000,363.32,2s2.2p4,3P,2,2s2.2p3.(4S*).3s,3S*,1,,T4919,L2183
K,12,3.4200,0.0010,3.4198,0.0011,2,3.16e+11,,20.1953,382.74,2s2.2p4,1S,0,2s2.2p3.(2P*).3s,1P*,1,,T4919,L2183
K,12,3.4349,0.0010,3.4347,0.0011,3,2.66e+11,,2.3488,363.32,2s2.2p4,3P,1,2s2.2p3.(4S*).3s,3S*,1,,T4919,L2183
K,12,3.4393,0.0010,3.4397,0.0011,0,9.40e+10,,2.8773,363.32,2s2.2p4,3P,0,2s2.2p3.(4S*).3s,3S*,1,,T4919,L2183
K,19,,,3.5257700,0.0000012,,3.7084e+11,AA,(4385.66980),(4737.321208),3p,2P*,1/2,5d,2D,3/2,,T7771,
K,19,,,3.526335,0.000003,,2.1245e+11,AA,(4385.72681),(4737.32190),3s,2S,1/2,5p,2P*,3/2,,T7771,
K,19,,,3.5294818,0.0000013,,3.9712e+10,AA,(4385.66980),(4736.95139),3p,2P*,1/2,5s,2S,1/2,,T7771,
K,19,,,3.530179,0.000003,,2.1568e+11,AA,(4385.72681),(4736.93900),3s,2S,1/2,5p,2P*,1/2,,T7771,
K,10,3.5307,0.0004,3.5309,0.0004,4,3.51e+12,,0.000,351.1378,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).3d,2[3/2]*,1,,T6036,L7409
K,19,,,3.54233648,0.00000006,,5.5520e+11,AA,(4387.440803),(4737.447640),3d,2D,3/2,5f,2F*,5/2,,T7771,
K,19,,,3.5423658,0.0000010,,4.4290e+11,AA,(4387.44393),(4737.447869),3p,2P*,3/2,5d,2D,5/2,,T7771,
K,19,,,3.5436095,0.0000003,,1.9593e+09,AA,(4387.440803),(4737.32190),3d,2D,3/2,5p,2P*,3/2,,T7771,
K,19,,,3.5436482,0.0000010,,7.3843e+10,AA,(4387.44393),(4737.321208),3p,2P*,3/2,5d,2D,3/2,,T7771,
K,19,,,3.5473977,0.0000011,,8.2103e+10,AA,(4387.44393),(4736.95139),3p,2P*,3/2,5s,2S,1/2,,T7771,
K,19,,,3.5474918,0.0000004,,2.0660e+10,AA,(4387.440803),(4736.93900),3d,2D,3/2,5p,2P*,1/2,,T7771,
K,19,,,3.54763684,0.00000006,,5.9259e+11,AA,(4388.026935),(4737.510842),3d,2D,5/2,5f,2F*,7/2,,T7771,
K,19,,,3.54827853,0.00000006,,3.9396e+10,AA,(4388.026935),(4737.447640),3d,2D,5/2,5f,2F*,5/2,,T7771,
K,19,,,3.5495558,0.0000003,,1.7915e+10,AA,(4388.026935),(4737.32190),3d,2D,5/2,5p,2P*,3/2,,T7771,
K,11,3.5563,0.0010,3.5564,0.0013,4,9.00e+10,,0.000,348.62,2s2.2p5,2P*,3/2,2s2.2p4.(1S).3s,2S,1/2,,T6437,L2181
K,10,3.5779,0.0004,3.5781,0.0004,2,3.13e+11,,0.000,346.5098,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3d,2[3/2]*,1,,T6036,L7409
K,11,3.5865,0.0010,3.5864,0.0003,4,9.81e+10,,2.9130,348.62,2s2.2p5,2P*,1/2,2s2.2p4.(1S).3s,2S,1/2,,T6437,L2181
K,10,3.6229,0.0004,3.6231,0.0004,1,1.04e+10,,0.000,[342.207],2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,1,,T6036,L7409
K,11,3.6660,0.0010,3.6660,0.0014,20,1.92e+11,,0.000,338.20,2s2.2p5,2P*,3/2,2s2.2p4.(1D).3s,2D,5/2,,T6437,L2181
K,11,3.6968,0.0010,3.6969,0.0003,10,1.98e+11,,2.9130,338.29,2s2.2p5,2P*,1/2,2s2.2p4.(1D).3s,2D,3/2,,T6437,L2181
K,11,3.7236,0.0010,3.7236,0.0014,6,2.04e+11,,0.000,332.97,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,2P,1/2,,T6437,L2181
K,11,3.7431,0.0010,3.7432,0.0014,20,3.75e+11,,0.000,331.22,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,2P,3/2,,T6437,L2181
K,11,3.7564,0.0010,3.7564,0.0004,10,3.04e+11,,2.9130,332.97,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,2P,1/2,,T6437,L2181
K,11,3.7692,0.0010,3.7693,0.0015,10,8.14e+10,,0.000,328.93,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,4P,3/2,,T6437,L2181
K,11,3.7766,0.0010,3.7764,0.0004,5,4.31e+10,,2.9130,331.22,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,2P,3/2,,T6437,L2181
K,11,3.7871,0.0010,3.7872,0.0015,5,3.40e+09,,0.000,327.38,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,4P,5/2,,T6437,L2181
K,11,3.7891,0.0010,3.7892,0.0004,1,6.68e+09,,2.9130,330.12,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,4P,1/2,,T6437,L2181
K,11,3.8030,0.0010,3.8030,0.0004,3,5.12e+09,,2.9130,328.93,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,4P,3/2,,T6437,L2181
K,11,3.8112,0.0010,3.8111,0.0004,2,,,81.3214,406.64,2s.2p6,2S,1/2,2s.2p5.(3P*).3s,2P*,1/2,,,L2181
K,11,3.8317,0.0010,3.8316,0.0004,6,,,81.3214,404.91,2s.2p6,2S,1/2,2s.2p5.(3P*).3s,2P*,3/2,,,L2181
K,10,4.1151,0.0005,4.1150,0.0005,2,2.08e+11,,0.000,301.2986,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).3s,2[1/2]*,1,,T6036,L3851
K,10,4.1548,0.0005,4.1548,0.0005,2,1.08e+11,,0.000,298.4120,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3s,2[3/2]*,1,,T6036,L3851
K,19,,,5.145781,0.000003,,7.6516e+11,AA,(4385.66980),(4626.613197),3p,2P*,1/2,4d,2D,3/2,,T7771,
K,19,,,5.146971,0.000005,,3.9563e+11,AA,(4385.72681),(4626.61452),3s,2S,1/2,4p,2P*,3/2,,T7771,
K,19,,,5.161261,0.000003,,8.0625e+10,AA,(4385.66980),(4625.89054),3p,2P*,1/2,4s,2S,1/2,,T7771,
K,19,,,5.163006,0.000006,,4.0413e+11,AA,(4385.72681),(4625.86636),3s,2S,1/2,4p,2P*,1/2,,T7771,
K,19,,,5.17853770,0.00000013,,1.6827e+12,AA,(4387.440803),(4626.860125),3d,2D,3/2,4f,2F*,5/2,,T7771,
K,19,,,5.1785957,0.0000022,,9.1770e+11,AA,(4387.44393),(4626.860570),3p,2P*,3/2,4d,2D,5/2,,T7771,
K,19,,,5.1838555,0.0000008,,4.5516e+09,AA,(4387.440803),(4626.61452),3d,2D,3/2,4p,2P*,3/2,,T7771,
K,19,,,5.1839520,0.0000022,,1.5342e+11,AA,(4387.44393),(4626.613197),3p,2P*,3/2,4d,2D,3/2,,T7771,
K,19,,,5.18856544,0.00000013,,1.7982e+12,AA,(4388.026935),(4626.983540),3d,2D,5/2,4f,2F*,7/2,,T7771,
K,19,,,5.19124659,0.00000013,,1.1979e+11,AA,(4388.026935),(4626.860125),3d,2D,5/2,4f,2F*,5/2,,T7771,
K,19,,,5.1965905,0.0000008,,4.1631e+10,AA,(4388.026935),(4626.61452),3d,2D,5/2,4p,2P*,3/2,,T7771,
K,19,,,5.199663,0.000003,,1.6715e+11,AA,(4387.44393),(4625.89054),3p,2P*,3/2,4s,2S,1/2,,T7771,
K,19,,,5.2001219,0.0000016,,4.8058e+10,AA,(4387.440803),(4625.86636),3d,2D,3/2,4p,2P*,1/2,,T7771,
K,19,,,5.9692766,0.0000022,,9.5233e+09,AA,(4625.86636),(4833.570254),4p,2P*,1/2,7s,2S,1/2,,T7771,
K,19,,,5.970102,0.000003,,3.7173e+10,AA,(4625.89054),(4833.565723),4s,2S,1/2,7p,2P*,1/2,,T7771,
K,19,,,5.9908559,0.0000011,,1.9631e+10,AA,(4626.61452),(4833.570254),4p,2P*,3/2,7s,2S,1/2,,T7771,
K,19,,,5.9909488,0.0000005,,7.3902e+09,AA,(4626.613197),(4833.565723),4d,2D,3/2,7p,2P*,1/2,,T7771,
K,17,6.3168,0.0010,6.316,0.009,1,,,592.35,788.66,1s2.3p,2P*,1/2,1s2.4d,2D,3/2,,,L10665
K,17,6.3509,0.0010,6.318,0.009,1,,,593.25,789.49,1s2.3p,2P*,3/2,1s2.4d,2D,5/2,,,L10665
K,17,6.4643,0.0010,6.453,0.009,3,1.08e+09,,596.96,789.10,1s2.3d,2D,3/2,1s2.4f,2F*,5/2,,T6094,L10665
K,17,6.4747,0.0010,6.468,0.009,4,1.16e+12,,597.36,789.04,1s2.3d,2D,5/2,1s2.4f,2F*,7/2,,T6094,L10665
K,19,,,7.234791,0.000003,,1.5701e+10,AA,(4625.86636),(4797.238556),4p,2P*,1/2,6s,2S,1/2,,T7771,
K,19,,,7.236115,0.000004,,5.8609e+10,AA,(4625.89054),(4797.231373),4s,2S,1/2,6p,2P*,1/2,,T7771,
K,19,,,7.2665143,0.0000019,,3.2393e+10,AA,(4626.61452),(4797.238556),4p,2P*,3/2,6s,2S,1/2,,T7771,
K,19,,,7.2667638,0.0000011,,1.2912e+10,AA,(4626.613197),(4797.231373),4d,2D,3/2,6p,2P*,1/2,,T7771,
K,9,7.6913,0.0005,7.6913,0.0005,0,,,0.00000,161.201,2p6.3s,2S,1/2,2p6.9p,2P*,"1/2,3/2",,,L3851
K,9,7.8902,0.0005,7.8902,0.0005,0,,,0.00000,157.136,2p6.3s,2S,1/2,2p6.8p,2P*,"1/2,3/2",,,L3851
K,9,8.2036,0.0005,8.2036,0.0005,1,,,0.00000,151.134,2p6.3s,2S,1/2,2p6.7p,2P*,"1/2,3/2",,,L3851
K,9,8.5732,0.0010,8.5732,0.0005,0,,,19.95073,164.569,2p6.3p,2P*,3/2,2p6.10d,2D,5/2,,,L3896
K,9,8.7064,0.0010,8.7064,0.0005,1,,,19.48441,161.890,2p6.3p,2P*,1/2,2p6.9d,2D,3/2,,,L3896
