element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
K,14,19.5422,0.0010,19.5422,0.0021,40,8.63e+09,,3.4995,66.944,2s2.2p2,3P,2,2s.(2S).2p3.(2P*),3P*,2,,T5052,L5600
K,14,19.579,0.005,19.582,0.003,,5.68e+09,,66.944,130.260,2s.(2S).2p3.(2P*),3P*,2,2p4,3P,1,,T5052,L5217
K,14,19.6151,0.0010,19.6153,0.0021,8,2.95e+09,,3.4995,66.707,2s2.2p2,3P,2,2s.(2S).2p3.(2P*),3P*,1,,T5052,L5600
K,8,19.6461,0.0005,19.6464,0.0022,2,1.45e+10,,37.235,100.343,3p2,1D,2,3s.4f,1F*,3,,T7942,L3851
K,13,19.8524,0.0010,19.8524,0.0008,20,7.94e+09,,0.0000,62.4529,2s2.2p3,4S*,3/2,2s.(2S).2p4.(3P),4P,1/2,,T6791,L5579
K,8,19.8538,0.0005,19.8506,0.0022,3,5.20e+09,,15.882,78.341,3s.3p,3P*,0,3s.4s,3S,1,,T7942,L3851
K,8,19.8978,0.0005,19.8945,0.0022,5,1.56e+10,,16.020,78.341,3s.3p,3P*,1,3s.4s,3S,1,,T7942,L3851
K,15,19.9567,0.0010,19.957,0.003,10bl,1.23e+10,,33.996+x,96.122+x,2s.2p2,4P,5/2,2p3,4S*,3/2,,T7003,L5601
K,13,19.9567,0.0010,19.9575,0.0012,10p,1.85e+09,,19.9181,82.042,2s2.2p3,2P*,1/2,2s.(2S).2p4.(1D),2D,3/2,,T6791,L5579
K,8,19.9922,0.0005,19.9888,0.0023,6,2.63e+10,,16.314,78.341,3s.3p,3P*,2,3s.4s,3S,1,,T7942,L3851
K,14,20.0097,0.0010,20.010,0.003,2,4.36e+10,,93.614,155.577,2s.(2S).2p3.(2P*),1P*,1,2p4,1S,0,,T5052,L5600
K,13,20.1505,0.0010,20.1505,0.0008,500p,7.52e+09,,0.0000,61.5291,2s2.2p3,4S*,3/2,2s.(2S).2p4.(3P),4P,3/2,,T6791,L5579
K,13,20.2104,0.0010,20.2126,0.0012,500p,3.05e+09,,20.8409,82.181,2s2.2p3,2P*,3/2,2s.(2S).2p4.(1D),2D,5/2,,T6791,L5579
K,12,20.2545,0.0010,20.2521,0.0008,40,2.47e+08,,9.86753,71.0880,2s2.2p4,1D,2,2s.2p5,3P*,2,,T7370,L5515
K,8,20.3137,0.0005,20.313,0.003,0,7.09e+09,,37.961,98.997,3p2,3P,1,3p.4s,3P*,2,,T7942,L3851
K,8,20.3701,0.0005,20.370,0.003,1,9.24e+09,,37.793,98.660,3p2,3P,0,3p.4s,3P*,1,,T7942,L3851
K,14,20.4014,0.0010,20.402,0.003,3,3.37e+09,,66.944,127.715,2s.(2S).2p3.(2P*),3P*,2,2p4,3P,2,,T5052,L5600
K,8,20.4201,0.0005,20.420,0.003,1,2.06e+10,,38.281,98.997,3p2,3P,2,3p.4s,3P*,2,,T7942,L3851
K,8,20.4260,0.0005,20.426,0.003,1,6.87e+09,,37.961,98.660,3p2,3P,1,3p.4s,3P*,1,,T7942,L3851
K,8,20.4644,0.0005,20.464,0.003,2,2.85e+10,,37.961,98.547,3p2,3P,1,3p.4s,3P*,0,,T7942,L3851
K,8,20.5344,0.0005,20.534,0.003,2,9.94e+09,,38.281,98.660,3p2,3P,2,3p.4s,3P*,1,,T7942,L3851
K,19,,,20.561377,0.000015,,1.1748e+10,AA,(4736.93900),(4797.238556),5p,2P*,1/2,6s,2S,1/2,,T7771,
K,19,,,20.568056,0.000019,,3.1931e+10,AA,(4736.95139),(4797.231373),5s,2S,1/2,6p,2P*,1/2,,T7771,
K,9,20.5769,0.0005,20.5769,0.0009,6,9.27e+10,,46.47758,106.7317,2p6.3d,2D,3/2,2p6.4f,2F*,5/2,,T7942,L3851
K,9,20.5860,0.0005,20.5860,0.0009,7,9.93e+10,,46.50920,106.7366,2p6.3d,2D,5/2,2p6.4f,2F*,7/2,,T7942,L3851
K,9,,,20.5877,0.0009,,6.70e+10,C+',46.50920,106.7317,2p6.3d,2D,5/2,2p6.4f,2F*,5/2,,T1619interp,
K,16,20.6270,0.0015,20.627,0.004,,1.02e+10,,0.000,60.108,2s2,1S,0,2s.2p,1P*,1,,T6876,L2563
K,19,,,20.6468155,0.0000003,,2.1457e+11,AA,(4737.5486108),(4797.59864539),5g,2G,9/2,6h,2H*,11/2,,T7771,
K,19,,,20.692777,0.000012,,2.4281e+10,AA,(4737.32190),(4797.238556),5p,2P*,3/2,6s,2S,1/2,,T7771,
K,19,,,20.695019,0.000009,,1.3120e+10,AA,(4737.321208),(4797.231373),5d,2D,3/2,6p,2P*,1/2,,T7771,
K,7,20.7568,0.0005,20.7539,0.0003,2*,,,31.0784,90.8184,3s2.3d,2D,3/2,3s2.5f,2F*,5/2,,,L3851
K,7,20.7568,0.0005,20.7592,0.0003,2*,,,31.0936,90.8184,3s2.3d,2D,5/2,3s2.5f,2F*,7/2,,,
K,7,20.7568,0.0005,20.7592,0.0003,2*,,,31.0936,90.8184,3s2.3d,2D,5/2,3s2.5f,2F*,5/2,,,
K,13,20.8106,0.0010,20.8106,0.0009,200,6.80e+09,,0.0000,59.5774,2s2.2p3,4S*,3/2,2s.(2S).2p4.(3P),4P,5/2,,T6791,L5579
K,16,21.342,0.005,21.342,0.005,,4.54e+08,,33.983,92.077,2s.2p,3P*,2,2p2,1D,2,,T5994,L5217
K,5,21.435,0.002,,,100,,,,,,,,,,,,,L3496
K,14,21.7615,0.0010,21.763,0.003,3,3.38e+09,,0.0000,56.970,2s2.2p2,3P,0,2s.(2S).2p3.(2D*),3D*,1,,T5052,L5600
K,7,21.8990,0.0005,21.8987,0.0003,1,,,18.83120,75.4484,3s.3p2,2D,3/2,3s2.4f,2F*,5/2,,,L3851
K,7,21.9071,0.0005,,,2,,,,,,,,,,,,,L3851
K,13,21.9793,0.0010,21.979,0.003,15,1.63e+10,,99.361,155.772,2s.(2S).2p4.(3P),2P,3/2,2p5,2P*,3/2,,T6791,L5579
K,7,22.0629,0.0005,22.0627,0.0003,3,9.16e+09,,14.3855,70.5817,3s.3p2,4P,3/2,3s.3p.4s,4P*,5/2,,T7942,L3851
K,7,22.1035,0.0005,22.1034,0.0003,3,1.26e+10,,14.2444,70.3372,3s.3p2,4P,1/2,3s.3p.4s,4P*,3/2,,T7942,L3851
K,8,22.1281,0.0005,22.128,0.003,4,2.91e+10,,23.872,79.902,3s.3p,1P*,1,3s.4s,1S,0,,T7942,L3851
K,7,22.1479,0.0005,22.1476,0.0003,5,2.13e+10,,14.6009,70.5817,3s.3p2,4P,5/2,3s.3p.4s,4P*,5/2,,T7942,L3851
K,7,22.1564,0.0005,22.1561,0.0003,1,5.00e+09,,14.2444,70.2037,3s.3p2,4P,1/2,3s.3p.4s,4P*,1/2,,T7942,L3851
K,7,22.1595,0.0005,22.1591,0.0003,1,4.02e+09,,14.3855,70.3372,3s.3p2,4P,3/2,3s.3p.4s,4P*,3/2,,T7942,L3851
K,7,22.2121,0.0005,22.2122,0.0003,3,2.50e+10,,14.3855,70.2037,3s.3p2,4P,3/2,3s.3p.4s,4P*,1/2,,T7942,L3851
K,7,22.2449,0.0005,22.2448,0.0003,2,1.36e+10,,14.6009,70.3372,3s.3p2,4P,5/2,3s.3p.4s,4P*,3/2,,T7942,L3851
K,14,22.4457,0.0010,22.446,0.003,6,4.00e+09,,1.6409,56.878,2s2.2p2,3P,1,2s.(2S).2p3.(2D*),3D*,2,,T5052,L5600
K,7,22.7625,0.0005,22.7623,0.0004,5,1.03e+10,,0.00000,54.4690,3s2.3p,2P*,1/2,3s2.4s,2S,1/2,,T7942,L3851
K,7,22.9258,0.0005,22.9259,0.0003,6,2.10e+10,,0.388601,54.4690,3s2.3p,2P*,3/2,3s2.4s,2S,1/2,,T7942,L3851
K,8,23.0656,0.0005,23.066,0.003,2,6.37e+10,,45.642,99.395,3s.3d,3D,1,3s.4f,3F*,2,,T7942,L3851
K,8,23.0694,0.0005,23.069,0.003,3,6.74e+10,,45.652,99.396,3s.3d,3D,2,3s.4f,3F*,3,,T7942,L3851
K,15,23.071,0.005,23.071,0.008,bl,9.01e+08,,55.044,108.784,2s.2p2,2D,3/2,2p3,2D*,5/2,,T7003,L5217
K,8,23.0750,0.0005,23.075,0.003,4,7.59e+10,,45.668,99.399,3s.3d,3D,3,3s.4f,3F*,4,,T7942,L3851
K,15,23.100,0.005,23.104,0.005,bl,3.26e+09,,68.546,122.210,2s.2p2,2S,1/2,2p3,2P*,3/2,,T7003,L5217
K,14,23.1066,0.0010,23.107,0.003,3,3.69e+09,,3.4995,57.157,2s2.2p2,3P,2,2s.(2S).2p3.(2D*),3D*,3,,T5052,L5600
K,14,23.1297,0.0010,23.130,0.004,6,1.84e+10,,83.870,137.474,2s.(2S).2p3.(2D*),1D*,2,2p4,1D,2,,T5052,L5600
K,15,23.154,0.005,23.154,0.006,,7.18e+09,,55.236,108.784,2s.2p2,2D,5/2,2p3,2D*,5/2,,T7003,L5217
K,15,23.234,0.005,23.236,0.008,,5.61e+09,,55.044,108.402,2s.2p2,2D,3/2,2p3,2D*,3/2,,T7003,L5217
K,15,23.322,0.005,23.320,0.006,,1.74e+09,,55.236,108.402,2s.2p2,2D,5/2,2p3,2D*,3/2,,T7003,L5217
K,16,23.587,0.005,23.586,0.005,,2.45e+09,,[31.3082],83.875,2s.2p,3P*,1,2p2,3P,2,,T5994,L5217
K,16,23.926,0.005,23.926,0.005,,1.72e+10,,60.108,111.928,2s.2p,1P*,1,2p2,1S,0,,T5994,L5217
K,16,24.001,0.005,23.999,0.007,,3.08e+09,,30.193,81.854,2s.2p,3P*,0,2p2,3P,1,,T5994,L5217
K,15,24.0083,0.0010,24.010,0.004,3,3.41e+09,,3.5976,55.236,2s2.2p,2P*,3/2,2s.2p2,2D,5/2,,T7003,L5601
K,16,24.531,0.005,24.529,0.005,,2.15e+09,,[31.3082],81.854,2s.2p,3P*,1,2p2,3P,1,,T5994,L5217
K,16,24.852,0.005,24.850,0.007,,5.94e+09,,33.983,83.875,2s.2p,3P*,2,2p2,3P,2,,T5994,L5217
K,16,25.368,0.005,25.368,0.005,,7.80e+09,,[31.3082],80.183,2s.2p,3P*,1,2p2,3P,0,,T5994,L5217
K,15,25.576,0.005,25.575,0.008,,7.45e+09,,72.935,121.414,2s.2p2,2P,1/2,2p3,2P*,1/2,,T7003,L5217
K,8,25.6222,0.002,25.622,0.004,0,5.60e+10,,51.953,100.343,3s.3d,1D,2,3s.4f,1F*,3,,T7942,L1558
K,6,25.683,0.002,25.6829,0.0020,3,3.75e+09,,0.140415,48.415,3s2.3p2,3P,1,3s2.3p.4s,3P*,2,,T4909,L3496
K,6,25.766,0.002,25.7655,0.0020,2,4.78e+09,,0.00000,48.120,3s2.3p2,3P,0,3s2.3p.4s,3P*,1,,T4909,L3496
K,6,25.802,0.002,25.8019,0.0020,4,1.10e+10,,0.36293,48.415,3s2.3p2,3P,2,3s2.3p.4s,3P*,2,,T4909,L3496
K,6,25.841,0.002,25.8409,0.0020,1,3.46e+09,,0.140415,48.120,3s2.3p2,3P,1,3s2.3p.4s,3P*,1,,T4909,L3496
K,15,25.862,0.005,25.866,0.006,,7.83e+09,,74.276,122.210,2s.2p2,2P,3/2,2p3,2P*,3/2,,T7003,L5217
K,6,25.887,0.002,25.8873,0.0020,3,1.46e+10,,0.140415,48.034,3s2.3p2,3P,1,3s2.3p.4s,3P*,0,,T4909,L3496
K,16,25.901,0.005,25.899,0.008,,3.03e+09,,33.983,81.854,2s.2p,3P*,2,2p2,3P,1,,T5994,L5217
K,6,25.961,0.002,25.9613,0.0020,2,6.11e+09,,0.36293,48.120,3s2.3p2,3P,2,3s2.3p.4s,3P*,1,,T4909,L3496
K,9,,,25.9863,0.0020,,1.9e+09,D,46.47758,94.189,2p6.3d,2D,3/2,2p6.4p,2P*,3/2,,"T1619interp,LS",
K,9,26.0042,0.002,26.0035,0.0020,50,1.03e+10,,46.50920,94.189,2p6.3d,2D,5/2,2p6.4p,2P*,3/2,,T7942,L3896
K,9,26.0822,0.002,26.0828,0.0020,25,1.16e+10,,46.47758,94.013,2p6.3d,2D,3/2,2p6.4p,2P*,1/2,,T7942,L3896
K,2,26.103,0.002,,,5,,,,,,,,,,,,,L3496
K,2,26.120,0.002,,,5,,,,,,,,,,,,,L3496
K,6,26.634,0.002,26.6353,0.0021,4,2.18e+10,,2.35295,48.902,3s2.3p2,1D,2,3s2.3p.4s,1P*,1,,T4909,L3496
K,4,27.182,,27.1822,0.0022,150,,,0.00000,45.612,3s2.3p4,3P,2,3s2.3p3.(4S*).5s,3S*,1,,,L497
K,4,27.306,0.002,27.3063,0.0022,100,,,0.20726,45.612,3s2.3p4,3P,1,3s2.3p3.(4S*).5s,3S*,1,,,"L3496,L497"
K,4,27.355,,27.3548,0.0022,50,,,0.28779,45.612,3s2.3p4,3P,0,3s2.3p3.(4S*).5s,3S*,1,,,L497
K,7,27.9433,0.002,27.9433,0.0006,0,,,31.0784,75.4484,3s2.3d,2D,3/2,3s2.4f,2F*,5/2,,,L1111
K,7,27.9521,0.002,27.9526,0.0006,0,,,31.0936,75.4488,3s2.3d,2D,5/2,3s2.4f,2F*,7/2,,,L1111
K,5,28.236,0.002,,,150,,,,,,,,,,,,,L3496
K,14,28.357,0.005,28.378,0.006,,4.15e+09,,84.025,127.715,2s.(2S).2p3.(4S*),3S*,1,2p4,3P,2,,T5052,L5217
K,6,28.486,0.002,28.4851,0.0024,0,3.34e+09,,5.37581,48.902,3s2.3p2,1S,0,3s2.3p.4s,1P*,1,,T4909,L3496
K,5,29.305,0.002,29.3052,0.0009,100,3.54e+09,,4.92938,47.2372,3s2.3p3,2P*,1/2,3s2.3p2.(1S).4s,2S,1/2,,T7942,L3496
K,5,29.333,0.002,29.3329,0.0009,150,6.37e+09,,4.96931,47.2372,3s2.3p3,2P*,3/2,3s2.3p2.(1S).4s,2S,1/2,,T7942,L3496
K,5,29.484,0.002,29.4836,0.0009,300,4.78e+09,,0.00000,42.0520,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4s,4P,5/2,,T7942,L3496
K,5,29.617,0.002,29.6169,0.0009,200,4.71e+09,,0.00000,41.8626,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4s,4P,3/2,,T7942,L3496
K,5,29.706,0.002,29.7064,0.0009,200,4.68e+09,,0.00000,41.7366,3s2.3p3,4S*,3/2,3s2.3p2.(3P).4s,4P,1/2,,T7942,L3496
K,5,30.025,0.002,30.0266,0.0009,200,6.13e+09,,2.97717,44.2686,3s2.3p3,2D*,3/2,3s2.3p2.(1D).4s,2D,3/2,,T7942,L3496
K,5,30.050,0.002,30.0515,0.0009,200,6.46e+09,,3.00657,44.2638,3s2.3p3,2D*,5/2,3s2.3p2.(1D).4s,2D,5/2,,T7942,L3496
K,5,31.124,0.002,31.1245,0.0010,200,1.00e+10,,3.00657,42.8415,3s2.3p3,2D*,5/2,3s2.3p2.(3P).4s,2P,3/2,,T7942,L3496
K,5,31.277,0.002,31.2766,0.0010,250,1.16e+10,,2.97717,42.6183,3s2.3p3,2D*,3/2,3s2.3p2.(3P).4s,2P,1/2,,T7942,L3496
K,5,31.518,0.002,31.5167,0.0010,200,1.44e+09,,4.92938,44.2686,3s2.3p3,2P*,1/2,3s2.3p2.(1D).4s,2D,3/2,,T7942,L3496
K,5,31.554,0.002,31.5525,0.0010,150,1.77e+09,,4.96931,44.2638,3s2.3p3,2P*,3/2,3s2.3p2.(1D).4s,2D,5/2,,T7942,L3496
K,3,32.528,0.002,,,2,,,,,,,,,,,,,L3496
K,17,32.67675,0.00032,32.6767,0.0003,j,1.73e+09,,0.0000,[37.9426],1s2.2s,2S,1/2,1s2.2p,2P*,3/2,,T6659,"u57,L4341,L19400,L5217"
K,5,32.703,0.002,32.7030,0.0011,100,1.16e+09,,4.92938,42.8415,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4s,2P,3/2,,T7942,L3496
K,5,32.738,0.002,32.7375,0.0011,250,4.56e+09,,4.96931,42.8415,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4s,2P,3/2,,T7942,L3496
K,3,32.760,0.002,,,5,,,,,,,,,,,,,L3496
K,5,32.897,,32.8967,0.0011,100,3.40e+09,,4.92938,42.6183,3s2.3p3,2P*,1/2,3s2.3p2.(3P).4s,2P,1/2,,T7942,L497
K,3,32.905,0.002,32.9053,0.0020,10,,,0.0000,37.6790,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2D,3/2,,,L3496
K,5,32.931,0.002,32.9316,0.0011,50,1.08e+09,,4.96931,42.6183,3s2.3p3,2P*,3/2,3s2.3p2.(3P).4s,2P,1/2,,T7942,L3496
K,3,33.068,0.002,33.0683,0.0020,25,,,0.0000,37.4933,3s2.3p5,2P*,3/2,3s2.3p4.(3P).3d,2D,5/2,,,L3496
K,3,33.142,0.002,33.1415,0.0020,5,,,0.268475,37.6790,3s2.3p5,2P*,1/2,3s2.3p4.(3P).3d,2D,3/2,,,L3496
K,4,34.046,0.002,34.0460,0.0020,300,1.85e+09,,0.00000,36.4166,3s2.3p4,3P,2,3s2.3p3.(2P*).4s,3P*,2,,T4943,L3496
K,4,34.074,0.002,34.0749,0.0020,150,9.38e+08,,0.00000,36.3858,3s2.3p4,3P,2,3s2.3p3.(2P*).4s,3P*,1,,T4943,L3496
K,3,34.192,0.002,,,30,,,,,,,,,,,,,L3496
K,4,34.241,0.002,34.2409,0.0020,150,9.44e+08,,0.20726,36.4166,3s2.3p4,3P,1,3s2.3p3.(2P*).4s,3P*,2,,T4943,L3496
K,4,34.280,0.002,34.2806,0.0020,100,2.72e+09,,0.20726,36.3747,3s2.3p4,3P,1,3s2.3p3.(2P*).4s,3P*,0,,T4943,L3496
K,3,34.540,0.002,34.5400,0.0021,10,,,0.0000,35.8958,3s2.3p5,2P*,3/2,3s2.3p4.(1D).5s,2D,3/2,,,L3496
K,3,34.800,0.002,34.8003,0.0021,15,,,0.268475,35.8958,3s2.3p5,2P*,1/2,3s2.3p4.(1D).5s,2D,3/2,,,L3496
K,5,34.950,0.002,,,200,,,,,,,,,,,,,L3496
K,7,35.2465,0.0010,35.2468,0.0007,4,,,36.9594,72.1355,3p3,2D*,5/2,3p2.(3P).3d,2F,7/2,,,L11207
K,7,35.2874,0.0010,35.2874,0.0007,3,,,36.9210,72.0565,3p3,2D*,3/2,3p2.(3P).3d,2F,5/2,,,L11207
K,4,35.414,,35.4144,0.0020,300,,,0.00000,35.0095,3s2.3p4,3P,2,3s2.3p3.(2D*).4s,1D*,2,,,L497
K,4,35.493,,35.4927,0.0023,300,3.25e+09,,2.03136,36.9637,3s2.3p4,1D,2,3s2.3p3.(2P*).4s,1P*,1,,T4943,L497
K,4,35.626,,35.6253,0.0020,150,,,0.20726,35.0095,3s2.3p4,3P,1,3s2.3p3.(2D*).4s,1D*,2,,,L497
K,7,35.6643,0.0010,35.6640,0.0006,4,1.64e+10,,18.83120,53.5958,3s.3p2,2D,3/2,3s.3p.(1P*).3d,2F*,5/2,,T7942,L10660
K,7,35.7704,0.0010,35.7703,0.0006,6,1.76e+10,,18.85201,53.5132,3s.3p2,2D,5/2,3s.3p.(1P*).3d,2F*,7/2,,T7942,L10660
K,4,35.973,0.002,35.9730,0.0020,300,1.49e+09,,0.00000,34.4659,3s2.3p4,3P,2,3s2.3p3.(2D*).4s,3D*,3,,T4943,L3496
K,4,35.991,0.002,35.9906,0.0020,200,4.63e+08,,0.00000,34.4490,3s2.3p4,3P,2,3s2.3p3.(2D*).4s,3D*,2,,T4943,L3496
K,4,36.057,,36.0573,0.0022,50,1.23e+08,,2.03136,36.4166,3s2.3p4,1D,2,3s2.3p3.(2P*).4s,3P*,2,,T4943,L497
K,4,36.208,0.002,36.2085,0.0020,250,8.55e+08,,0.20726,34.4490,3s2.3p4,3P,1,3s2.3p3.(2D*).4s,3D*,2,,T4943,L3496
K,4,36.215,0.002,36.2161,0.0020,150,5.76e+08,,0.20726,34.4418,3s2.3p4,3P,1,3s2.3p3.(2D*).4s,3D*,1,,T4943,L3496
K,8,36.2275,0.0010,36.218,0.007,6,1.51e+10,,37.235,71.467,3p2,1D,2,3p.3d,1F*,3,,T7942,L10522
K,4,36.302,0.002,36.3015,0.0020,150,5.57e+08,,0.28779,34.4418,3s2.3p4,3P,0,3s2.3p3.(2D*).4s,3D*,1,,T4943,L3496
K,7,36.3418,0.0010,36.3412,0.0007,2,,,41.5874,75.7041,3p3,2P*,1/2,3p2.(3P).3d,2D,3/2,,,L11207
K,7,36.4891,0.0010,36.4902,0.0008,4,,,41.5917,75.5691,3p3,2P*,3/2,3p2.(3P).3d,2D,5/2,,,L11207
K,17,36.5647,0.0007,36.5647,0.0007,j,1.22e+09,,0.0000,[33.9082],1s2.2s,2S,1/2,1s2.2p,2P*,1/2,,T6659,"u57,L3604,L4341"
K,4,36.803,0.002,36.8017,0.0020,200,2.46e+08,,0.20726,33.8970,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,1D*,2,,T4943,L64
K,5,37.215,0.002,37.2148,0.0014,500,5.23e+10,,3.00657,36.3224,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2F,7/2,,T7942,L3496
K,5,37.246,0.002,37.2461,0.0014,200,4.86e+10,,2.97717,36.2650,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2F,5/2,,T7942,L3496
K,5,37.277,0.002,37.2790,0.0014,200,3.79e+09,,3.00657,36.2650,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2F,5/2,,T7942,L3496
K,8,37.3581,0.0010,37.360,0.008,2,6.25e+08,,38.281,71.467,3p2,3P,2,3p.3d,1F*,3,,T7942,L10522
K,6,37.494,0.002,37.4940,0.0023,5,3.38e+10,,2.35295,35.4207,3s2.3p2,1D,2,3s2.3p.3d,1F*,3,,T4909,L1111
K,7,37.5124,0.0010,37.5122,0.0008,2,,,48.8953,81.9470,3s.3p.(3P*).3d,2F*,5/2,3s.3d2,2F,5/2,,,L11207
K,4,37.596,,37.5958,0.0023,300,3.02e+09,,2.03136,35.0095,3s2.3p4,1D,2,3s2.3p3.(2D*).4s,1D*,2,,T4943,L497
K,5,37.596,0.002,37.5959,0.0014,300,,,3.00657,35.9847,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2P,3/2,,,L3496
K,5,37.776,0.002,37.7761,0.0015,250,4.0e+10,,4.92938,37.7502,3s2.3p3,2P*,1/2,3s2.3p2.(1S).3d,2D,3/2,,T4943,L3496
K,5,37.822,0.002,37.8221,0.0015,150,8.3e+09,,4.96931,37.7502,3s2.3p3,2P*,3/2,3s2.3p2.(1S).3d,2D,3/2,,T4943,L3496
K,7,37.8538,0.0010,37.8543,0.0008,2,,,49.2035,81.9565,3s.3p.(3P*).3d,2F*,7/2,3s.3d2,2F,7/2,,,L11207
K,5,37.912,0.002,37.9118,0.0015,300,4.8e+10,,4.96931,37.6726,3s2.3p3,2P*,3/2,3s2.3p2.(1S).3d,2D,5/2,,T4943,L3496
K,3,37.912,0.002,37.9118,0.0021,30,,,0.0000,32.7033,3s2.3p5,2P*,3/2,3s2.3p4.(3P).5s,2P,1/2,,,L3496
K,4,37.928,0.002,37.9279,0.0020,100,1.42e+09,,0.00000,32.6894,3s2.3p4,3P,2,3s2.3p3.(2P*).3d,3D*,1,,T4943,L64
K,4,37.988,0.002,37.9877,0.0023,300,6.76e+10,,2.03136,34.6693,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,1F*,3,,T4943,L64
K,4,38.048,0.002,38.0476,0.0020,250,1.43e+10,,0.00000,32.5866,3s2.3p4,3P,2,3s2.3p3.(2P*).3d,3D*,2,,T4943,L64
K,3,38.048,0.002,38.0477,0.0021,25,,,0.0000,32.5865,3s2.3p5,2P*,3/2,3s2.3p4.(3P).5s,2P,3/2,,,L3496
K,4,38.170,0.002,38.1699,0.0020,200,2.60e+10,,0.20726,32.6894,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,3D*,1,,T4943,L64
K,4,38.223,0.002,38.2229,0.0021,300,6.49e+10,,0.00000,32.4371,3s2.3p4,3P,2,3s2.3p3.(2P*).3d,3D*,3,,T4943,L64
K,3,38.223,0.002,38.2256,0.0020,30,,,0.268475,32.7033,3s2.3p5,2P*,1/2,3s2.3p4.(3P).5s,2P,1/2,,,L3496
K,4,38.249,,38.2459,0.0022,150,,,2.03136,34.4490,3s2.3p4,1D,2,3s2.3p3.(2D*).4s,3D*,2,,,L497
K,4,38.265,0.002,38.2648,0.0021,200,3.62e+10,,0.28779,32.6894,3s2.3p4,3P,0,3s2.3p3.(2P*).3d,3D*,1,,T4943,L64
K,4,38.291,0.002,38.2911,0.0021,300,5.04e+10,,0.20726,32.5866,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,3D*,2,,T4943,L64
K,5,38.332,0.002,38.3315,0.0015,100,4.97e+08,,0.00000,32.3452,3s2.3p3,4S*,3/2,3s.3p4,2P,1/2,,T7942,L3496
K,10,38.358,0.01,38.401,0.004,"m,j",3.38e+09,,298.4120,330.6986,2s2.2p5.(2P*<3/2>).3s,2[3/2]*,1,2s2.2p5.(2P*<3/2>).3p,2[1/2],0,,T6036,L11284
K,4,38.410,0.002,38.410,0.003,250,6.48e+10,,4.77913,37.0586,3s2.3p4,1S,0,3s2.3p3.(2P*).3d,1P*,1,,T4943,L3496
K,6,38.451,0.002,38.4513,0.0021,2,1.47e+10,,0.00000,32.2444,3s2.3p2,3P,0,3s2.3p.3d,3D*,1,,T4909,L1111
K,6,38.555,0.002,38.5549,0.0021,4,2.04e+10,,0.140415,32.2983,3s2.3p2,3P,1,3s2.3p.3d,3D*,2,,T4909,L1111
K,5,38.780,0.002,38.7800,0.0015,300,4.26e+10,,0.00000,31.9712,3s2.3p3,4S*,3/2,3s2.3p2.(3P).3d,4P,5/2,,T7942,L3496
K,6,38.781,0.002,38.7809,0.0021,6,3.16e+10,,0.36293,32.3333,3s2.3p2,3P,2,3s2.3p.3d,3D*,3,,T4909,L1111
K,6,38.824,0.002,38.8235,0.0021,3,1.15e+10,,0.36293,32.2983,3s2.3p2,3P,2,3s2.3p.3d,3D*,2,,T4909,L1111
K,4,38.892,0.002,38.8920,0.0020,250,2.18e+10,,0.00000,31.8791,3s2.3p4,3P,2,3s2.3p3.(2P*).3d,3P*,1,,T4943,L64
K,5,38.907,0.002,38.9071,0.0015,250,3.11e+10,,2.97717,34.8439,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2D,3/2,,T7942,L3496
K,4,38.907,0.002,38.9084,0.0023,250,6.17e+10,,2.03136,33.8970,3s2.3p4,1D,2,3s2.3p3.(2P*).3d,1D*,2,,T4943,L64
K,5,38.943,0.002,38.9430,0.0015,100,3.86e+09,,3.00657,34.8439,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2D,3/2,,T7942,L3496
K,5,38.975,0.002,38.9753,0.0015,100,2.29e+09,,2.97717,34.7881,3s2.3p3,2D*,3/2,3s2.3p2.(1D).3d,2D,5/2,,T7942,L3496
K,5,39.011,0.002,39.0114,0.0016,250,3.11e+10,,3.00657,34.7881,3s2.3p3,2D*,5/2,3s2.3p2.(1D).3d,2D,5/2,,T7942,L3496
K,4,39.042,0.002,39.0416,0.0020,250,5.76e+10,,0.20726,31.9642,3s2.3p4,3P,1,3s2.3p3.(2P*).3d,3P*,0,,T4943,L64
K,4,39.057,0.002,39.0576,0.0020,300,4.51e+10,,0.00000,31.7439,3s2.3p4,3P,2,3s2.3p3.(2P*).3d,3P*,2,,T4943,L64
