element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Br,2,472.036,,,,400,,,,,,,,,,,,,L7484
Br,2,472.820,,,,300,,,,,,,,,,,,,L7392
Br,2,473.541,,,,300,,,,,,,,,,,,,L7484
Br,2,474.264,,,,400,,,,,,,,,,,,,L7392
Br,1,475.2280,0.0007,475.228+,,2500,,,8.047466,10.655681,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).6p,2[1]*,3/2,,,L351
Br,2,476.600,,,,350,,,,,,,,,,,,,L7484
Br,2,477.940,,,,400,,,,,,,,,,,,,L7484
Br,1,478.0310,0.0007,478.030+,,4000,,,8.047466,10.640390,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).6p,2[3]*,5/2,,,L351
Br,1,478.5190,0.0007,478.518+,,1600,,,8.047466,10.637744,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).6p,2[1]*,1/2,,,L351
Br,2,478.550,,,,500,9.4e+07,,,,,,2,,,2,,T8043,L7484
Br,2,480.233,,,,300,,,,,,,,,,,,,L7484
Br,2,481.670,,,,500,1.1e+08,,,,,,2,,,1,,T8043,L7484
Br,2,481.846,,,,300,,,,,,,,,,,,,L7392
Br,2,484.481,,,,350,,,,,,,,,,,,,L7392
Br,2,484.875,,,,350,,,,,,,,,,,,,L7484
Br,2,492.112,,,,400,,,,,,,,,,,,,L7392
Br,2,492.879,,,,400,,,,,,,,,,,,,L7484
Br,2,493.066,,,,450,,,,,,,,,,,,,L7484
Br,2,494.551,,,,300,,,,,,,,,,,,,L7392
Br,1,497.9759,0.0007,497.975+,,4000,5.3e+05,D+,8.329702,10.818773,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(1D<2>).5p,2[1]*,3/2,,T1857n,L351
Br,2,503.874,,,,300,,,,,,,,,,,,,L7484
Br,2,505.464,,,,300,,,,,,,,,,,,,L7484
Br,2,516.438,,,,400,,,,,,,,,,,,,L7484
Br,3,517.587,,,,150,,,,,,,,,,,,,L7483
Br,2,518.001,,,,300,,,,,,,,,,,,,L7392
Br,2,518.235,,,,500,,,,,,,,,,,,,L7484
Br,2,519.390,,,,300,,,,,,,,,,,,,L7484
Br,2,523.823,,,,500,,,,,,,,,,,,,L7484
Br,1,524.5119,0.0008,524.513+,,350,,,8.292543,10.655681,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<2>).6p,2[1]*,3/2,,,L351
Br,2,527.268,,,,300,,,,,,,,,,,,,L7392
Br,2,530.410,,,,350,,,,,,,,,,,,,L7484
Br,2,533.057,,,,400,,,,,,,,,,,,,L7392
Br,2,533.205,,,,500,,,,,,,,,,,,,L7484
Br,1,534.5421,0.0008,534.541+,,600,,,8.292543,10.611349,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<2>).6p,2[2]*,3/2,,,L351
Br,1,536.4190,0.0008,536.419+,,300,2.9e+04,E,8.329702,10.640390,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<2>).6p,2[3]*,5/2,,T1857n,L351
Br,1,537.0340,0.0008,537.034+,,300,5.e+04,E,8.329702,10.637744,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<2>).6p,2[1]*,1/2,,T1857n,L351
Br,1,539.5480,0.0014,539.550+,,2100hfs,,,8.551216,10.848497,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(1D<2>).5p,2[1]*,1/2,,,L351
Br,2,542.278,,,,400,,,,,,,,,,,,,L7484
Br,2,542.499,,,,350,,,,,,,,,,,,,L7484
Br,2,543.507,,,,300,,,,,,,,,,,,,L7392
Br,3,544.680,,,,100,,,,,,,,,,,,,L7483
Br,1,546.6219,0.0009,546.622+,,1200,,,8.551216,10.818773,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(1D<2>).5p,2[1]*,3/2,,,L351
Br,2,547.847,,,,350,,,,,,,,,,,,,L7392
Br,2,548.879,,,,300,,,,,,,,,,,,,L7484
Br,2,549.506,,,,300,,,,,,,,,,,,,L7484
Br,2,550.669,,,,500,,,,,,,,,,,,,L7392
Br,2,558.994,,,,350,,,,,,,,,,,,,L7484
Br,2,571.871,,,,300,,,,,,,,,,,,,L7392
Br,2,583.078,,,,300,,,,,,,,,,,,,L7484
Br,1,585.2079,0.0010,585.208+,,1800,,,9.258188,11.376237,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).7d,2[3],7/2,,,L351
Br,1,594.0481,0.0010,594.048+,,1600,,,8.551216,10.637744,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(3P<2>).6p,2[1]*,1/2,,,L351
Br,1,612.2139,0.0011,612.214+,,2400,,,9.363473,11.388090,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).7d,2[4],9/2,,,L351
Br,1,614.8598,0.0011,614.857+,,40000,,,7.865117,9.881031,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<0>).5p,2[1]*,3/2,,,L351
Br,2,616.174,,,,300,,,,,,,,,,,,,L7484
Br,1,617.7389,0.0011,617.739+,,2000,,,9.385238,11.391748,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).7d,2[4],7/2,,,L351
Br,1,633.5480,0.0011,633.548+,,1500,,,9.299947,11.256389,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).8s,2[2],5/2,,,L351
Br,1,635.0730,0.0011,635.073+,,60000,2.2e+06,C,7.865117,9.816862,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<1>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,2,635.294,,,,400,,,,,,,,,,,,,L7484
Br,1,641.0322,0.0012,641.032+,,2500,,,9.258188,11.191787,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).6d,2[4],7/2,,,L351
Br,1,648.3562,0.0012,648.356+,,1800,,,9.299947,11.211705,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).6d,2[0],1/2,,,L351
Br,1,651.4620,0.0012,651.464+,,1000,,,9.299947,11.202584,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).6d,2[2],5/2,,,L351
Br,1,654.4571,0.0012,654.456+,,20000,,,9.258188,11.152127,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).6d,2[3],5/2,,,L351
Br,1,654.8091,0.0012,654.809+,,1500,,,9.363473,11.256389,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).8s,2[2],5/2,,,L351
Br,1,655.9799,0.0018,655.978+,,50000c,7.0e+05,C,7.865117,9.754661,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<1>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,657.1312,0.0012,657.131+,,1000,,,9.514929,11.401159,4s2.4p4.(3P<2>).5p,2[1]*,3/2,4s2.4p4.(3P<2>).7d,2[2],5/2,,,L351
Br,1,657.9139,0.0012,657.913+,,1800,,,9.258188,11.142174,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).6d,2[1],3/2,,,L351
Br,1,658.2171,0.0012,658.216+,,20000,,,9.258188,11.141307,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).6d,2[3],7/2,,,L351
Br,1,662.0469,0.0012,662.047+,,1500,,,9.385238,11.257461,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).8s,2[2],3/2,,,L351
Br,1,663.1619,0.0018,663.160+,,50000c,7.0e+05,C,7.865117,9.734198,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<1>).5p,2[2]*,5/2,,"T6936n,T9382",L351
Br,1,668.2281,0.0012,668.227+,,20000,,,8.047466,9.902374,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<0>).5p,2[1]*,1/2,,,L351
Br,1,669.2130,0.0013,669.211+,,10000,,,9.299947,11.152127,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).6d,2[3],5/2,,,L351
Br,1,672.8279,0.0013,672.827+,,8000,,,9.299947,11.142174,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).6d,2[1],3/2,,,L351
Br,1,676.0058,0.0013,676.005+,,2000,,,8.047466,9.881031,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<0>).5p,2[1]*,3/2,,,L351
Br,1,677.9482,0.0013,677.947+,,2000,,,9.363473,11.191787,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).6d,2[4],7/2,,,L351
Br,1,678.6740,0.0013,678.672+,,2200,,,9.385238,11.211598,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<1>).5d,2[3],7/2,,,L351
Br,1,679.0040,0.0013,679.004+,,6500,,,9.363473,11.188940,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).6d,2[4],9/2,,,L351
Br,1,679.1479,0.0018,679.148+,,1600c,,,9.299947,11.125028,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).6d,2[1],1/2,,,L351
Br,1,686.1148,0.0013,686.115+,,1800,,,9.385238,11.191787,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).6d,2[4],7/2,,,L351
Br,1,700.5192,0.0014,700.522+,,10000,4.3e+06,C,8.047466,9.816862,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<1>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,3,719.28,,,,100,,,,,,,,,,,,,L7483
Br,1,726.0448,0.0015,726.045+,,2000,5.6e+05,C,8.047466,9.754661,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<1>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,734.8512,0.0015,734.853+,,10000,4.7e+06,C,8.047466,9.734198,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<1>).5p,2[2]*,5/2,,"T6936n,T9382",L351
Br,1,751.2959,0.0015,751.298+,,40000,,,7.865117,9.514929,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).5p,2[1]*,3/2,,,L351
Br,1,759.1611,0.0016,759.161+,,1600,,,8.047466,9.680190,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<1>).5p,2[0]*,1/2,,,L351
Br,1,759.5071,0.0016,759.507+,,1800,,,9.800269,11.432251,4s2.4p4.(3P<2>).4d,2[3],7/2,4s2.4p4.(3P<2>).6f,2[4]*,9/2,,,L351
Br,1,761.6411,0.0016,761.641+,,2000,,,9.299947,10.927356,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).7s,2[2],5/2,,,L351
Br,3,767.31,,,,100,,,,,,,,,,,,,L7483
Br,1,780.3017,0.0017,780.302+,,30000,,,8.292543,9.881031,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<0>).5p,2[1]*,3/2,,,L351
Br,1,782.7229,0.0017,782.721+,,1200,,,9.734198,11.317777,4s2.4p4.(3P<1>).5p,2[2]*,5/2,4s2.4p4.(3P<1>).7s,2[1],3/2,,,L351
Br,1,788.1513,0.0021,788.150+,,5000hfs,,,8.329702,9.902374,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<0>).5p,2[1]*,1/2,,,L351
Br,1,792.5808,0.0017,792.579+,,2500,,,9.363473,10.927356,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).7s,2[2],5/2,,,L351
Br,35,,,792.70,0.11,,,,(12682.4267),(12683.9903),2p,2P*,1/2,2s,2S,1/2,,,
Br,1,793.8679,0.0021,793.868+,,30000c,2.2e+07,C+,9.409202,10.970546,4s2.4p4.(1D<2>).5s,2[2],5/2,4s2.4p4.(1D<2>).5p,2[2]*,5/2,,"T6936n,T9382",L351
Br,1,794.7938,0.0017,794.793+,,3000,,,9.385238,10.944766,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).7s,2[2],3/2,,,L351
Br,1,795.0182,0.0017,795.017+,,3000,,,9.411458,10.970546,4s2.4p4.(1D<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[2]*,5/2,,,L351
Br,1,797.8511,0.0021,797.849+,,18000hfs,1.9e+07,C+,9.411458,10.965011,4s2.4p4.(1D<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,798.9938,0.0017,798.993+,,30000,3.1e+06,C,8.329702,9.881031,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<0>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,802.6458,0.0022,802.641+,,4500hfs,,,9.411458,10.955736,4s2.4p4.(1D<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).4f,2[2]*,3/2,,,L351
Br,1,813.1522,0.0018,813.151+,,30000,5.0e+06,C,8.292543,9.816862,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<1>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,815.2649,0.0022,815.264+,,1000c,,,9.299947,10.820315,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).5d,2[1],1/2,,,L351
Br,1,815.3753,0.0018,815.373+,,10000,,,9.258188,10.778353,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).5d,2[3],5/2,,,L351
Br,1,815.3999,0.0018,815.397+,,25000,,,7.865117,9.385238,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).5p,2[3]*,5/2,,,L351
Br,1,824.6857,0.0018,824.684+,,5000,,,9.299947,10.802948,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).5d,2[1],3/2,,,L351
Br,1,826.4958,0.0018,826.495+,,15000,,,9.258188,10.757896,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).5d,2[3],7/2,,,L351
Br,1,827.2440,0.0022,827.241+,,75000c,3.5e+07,C+,7.865117,9.363473,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).5p,2[3]*,7/2,,"T6936n,T9382",L351
Br,1,833.4697,0.0019,833.469+,,20000,1.49e+07,C+,8.329702,9.816862,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,834.3698,0.0019,834.366+,,10000,3.2e+07,C+,8.292543,9.778103,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<1>).5p,2[1]*,1/2,,"T6936n,T9382",L351
Br,1,838.4038,0.0019,838.404+,,1200,,,9.299947,10.778353,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).5d,2[3],5/2,,,L351
Br,1,844.6551,0.0019,844.656+,,40000,2.8e+07,D,8.047466,9.514929,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,847.7450,0.0019,847.744+,,4000,2.3e+07,C+,8.292543,9.754661,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<1>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,851.3380,0.0019,851.339+,,1500,,,9.385238,10.841181,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).5d,2[4],7/2,,,L351
Br,1,855.7732,0.0020,855.772+,,1000,,,8.329702,9.778103,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).5p,2[1]*,1/2,,,L351
Br,1,856.6282,0.0020,856.628+,,1000,1.7e+06,D,9.363473,10.810427,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).5d,2[4],9/2,,"T6936n,T9382",L351
Br,1,863.8660,0.0020,863.867+,,20000,2.2e+07,C+,7.865117,9.299947,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,869.8529,0.0020,869.851+,,4000,2.4e+07,C+,8.329702,9.754661,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).5p,2[2]*,3/2,,"T6936n,T9382",L351
Br,1,879.3472,0.0024,879.346+,,10000c,,,9.409202,10.818773,4s2.4p4.(1D<2>).5s,2[2],5/2,4s2.4p4.(1D<2>).5p,2[1]*,3/2,,,L351
Br,1,880.7580,0.0024,880.756+,,1400hfs,,,9.411458,10.818773,4s2.4p4.(1D<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[1]*,3/2,,,L351
Br,1,881.9958,0.0021,881.994+,,15000,3.0e+07,C+,9.409202,10.814542,4s2.4p4.(1D<2>).5s,2[2],5/2,4s2.4p4.(1D<2>).5p,2[3]*,7/2,,"T6936n,T9382",L351
Br,1,882.5221,0.0021,882.524+,,25000,3.0e+07,C+,8.329702,9.734198,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).5p,2[2]*,5/2,,"T6936n,T9382",L351
Br,1,888.8977,0.0021,888.899+,,4000,,,9.363473,10.757896,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).5d,2[3],7/2,,,L351
Br,1,889.7617,0.0021,889.762+,,30000,3.0e+07,C+,7.865117,9.258188,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).5p,2[2]*,5/2,,"T6936n,T9382",L351
Br,1,893.2397,0.0021,893.240+,,6000,3.1e+06,D,8.292543,9.680190,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<1>).5p,2[0]*,1/2,,"T6936n,T9382",L351
Br,1,894.9389,0.0021,894.937+,,1800,3.3e+06,C,9.409202,10.794217,4s2.4p4.(1D<2>).5s,2[2],5/2,4s2.4p4.(1D<2>).5p,2[3]*,5/2,,"T6936n,T9382",L351
Br,1,896.4002,0.0021,896.398+,,9000,3.1e+07,C+,9.411458,10.794217,4s2.4p4.(1D<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[3]*,5/2,,"T6936n,T9382",L351
Br,2,902.442,,,,350,,,,,,,,,,,,,L7392
Br,1,916.6060,0.0022,916.607+,,30000,3.1e+07,C+,8.047466,9.399738,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).5p,2[1]*,1/2,,"T6936n,T9382",L351
Br,1,917.3629,0.0022,917.363+,,15000,2.9e+07,C+,8.551216,9.902374,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(3P<0>).5p,2[1]*,1/2,,"T6936n,T9382",L351
Br,1,917.8161,0.0022,917.818+,,20000,2.8e+07,C+,8.329702,9.680190,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).5p,2[0]*,1/2,,"T6936n,T9382",L351
Br,1,926.5418,0.0023,926.542+,,40000,2.4e+07,C+,8.047466,9.385238,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).5p,2[3]*,5/2,,"T6936n,T9382",L351
Br,1,932.0861,0.0023,932.086+,,15000,2.1e+07,C+,8.551216,9.881031,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(3P<0>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,2,943.404,,,,300,,,,,,,,,,,,,L7392
Br,1,979.348,0.003,979.344+,,6000,6.0e+06,C+,8.551216,9.816862,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(3P<1>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,989.640,0.003,989.638+,,10000,,,8.047466,9.299947,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).5p,2[2]*,3/2,,,L351
Br,1,1014.008,0.003,1014.002+,,3000,,,8.292543,9.514929,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<2>).5p,2[1]*,3/2,,,L351
Br,1,1023.774,0.003,1023.771+,,6000,,,8.047466,9.258188,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<2>).5p,2[2]*,5/2,,,L351
Br,1,1029.962,0.003,1029.962+,,1000,,,8.551216,9.754661,4s2.4p4.(3P<0>).5s,2[0],1/2,4s2.4p4.(3P<1>).5p,2[2]*,3/2,,,L351
Br,1,1037.765,0.003,1037.766+,,1500,,,9.258188,10.452582,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<1>).4d,2[2],5/2,,,L351
Br,1,1045.796,0.003,1045.793+,,30000,,,8.329702,9.514929,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<2>).5p,2[1]*,3/2,,,L351
Br,1,1074.214,0.003,1074.212+,,1000,,,9.800269,10.954140,4s2.4p4.(3P<2>).4d,2[3],7/2,4s2.4p4.(3P<2>).4f,2[3]*,7/2,,,L351
Br,1,1075.592,0.003,1075.592+,,3000,,,9.800269,10.952660,4s2.4p4.(3P<2>).4d,2[3],7/2,4s2.4p4.(3P<2>).4f,2[4]*,9/2,,,L351
Br,1,1321.717,,1321.717+,,1700:,,,9.258188,10.195986,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).6s,2[2],5/2,,,L351
Br,1,1435.457,,1435.46+,,1800:,,,9.385238,10.248728,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).6s,2[2],3/2,,,L351
Br,1,1488.870,,1488.87+,,1250:,,,9.363473,10.195986,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).6s,2[2],5/2,,,L351
Br,1,1673.119,,1673.12+,,1800:,,,9.385238,10.126072,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).4d,2[2],5/2,,,L351
Br,1,1856.831,,1856.83+,,1200:,,,9.385238,10.052775,4s2.4p4.(3P<2>).5p,2[3]*,5/2,4s2.4p4.(3P<2>).4d,2[4],7/2,,,L1505
Br,1,1973.362,,1973.36+,,3500:,,,9.363473,9.991590,4s2.4p4.(3P<2>).5p,2[3]*,7/2,4s2.4p4.(3P<2>).4d,2[4],9/2,,,L1505
element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Br,1,2028.727,,2028.73+,,1000:,,,9.514929,10.126072,4s2.4p4.(3P<2>).5p,2[1]*,3/2,4s2.4p4.(3P<2>).4d,2[2],5/2,,,L1505
Br,1,2063.030,,2063.03+,,1000:,,,9.734198,10.335179,4s2.4p4.(3P<1>).5p,2[2]*,5/2,4s2.4p4.(3P<1>).4d,2[3],7/2,,,L1505
Br,1,2179.319,,2179.32+,,1200:,,,9.258188,9.827100,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).4d,2[3],5/2,,,L1505
Br,1,2287.189,,2287.19+,,4000:,,,9.258188,9.800269,4s2.4p4.(3P<2>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).4d,2[3],7/2,,,L1505
Br,1,2351.957,,2351.96+,,1000:,,,9.299947,9.827100,4s2.4p4.(3P<2>).5p,2[2]*,3/2,4s2.4p4.(3P<2>).4d,2[3],5/2,,,L1505
Br,1,2835.423,,2835.42+,,500:,,,10.195986,10.633254,4s2.4p4.(3P<2>).6s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[3]*,7/2,,,L1505
Br,1,3038.914,,3038.91+,,500:,,,10.195986,10.603974,4s2.4p4.(3P<2>).6s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[2]*,5/2,,,L1505
Br,1,3163.876,,3163.88+,,600:,,,9.734198,10.126072,4s2.4p4.(3P<1>).5p,2[2]*,5/2,4s2.4p4.(3P<2>).4d,2[2],5/2,,,L1505
Br,1,3270.282,,3270.28+,,120:,,,9.816862,10.195986,4s2.4p4.(3P<1>).5p,2[1]*,3/2,4s2.4p4.(3P<2>).6s,2[2],5/2,,,L1505
Br,1,3419.119,,3419.12+,,150:,,,10.248728,10.611349,4s2.4p4.(3P<2>).6s,2[2],3/2,4s2.4p4.(3P<2>).6p,2[2]*,3/2,,,L1505
Br,1,3835.621,,3835.62+,,150:,,,10.778353,11.101597,4s2.4p4.(3P<2>).5d,2[3],5/2,4s2.4p4.(3P<2>).7p,2[2]*,3/2,,,L1505
Br,1,3932.832,0.023,3932.83+,,70,,,10.952660,11.267915,4s2.4p4.(3P<2>).4f,2[4]*,9/2,4s2.4p4.(3P<2>).5g,2[5],11/2,,,L821
Br,1,3997.526,0.024,3997.52+,,120*,,,10.959234,11.269386,4s2.4p4.(3P<2>).4f,2[5]*,11/2,4s2.4p4.(3P<2>).5g,2[6],13/2,,,L821
Br,1,3997.526,0.024,3997.52+,,120*,,,10.959234,11.269386,4s2.4p4.(3P<2>).4f,2[5]*,11/2,4s2.4p4.(3P<2>).5g,2[6],11/2,,,L821
Br,1,3997.526,0.024,3997.52+,,120*,,,10.959234,11.269386,4s2.4p4.(3P<2>).4f,2[5]*,9/2,4s2.4p4.(3P<2>).5g,2[6],11/2,,,L821
