element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Br,5,85.527,,,,150,,,,,,,,,,,,,L930
Br,2,85.619,,,,350,,,,,,,,,,,,,L7484
Br,2,88.923,,,,1000,,,,,,,,,,,,,L7484
Br,2,89.664,,,,500,,,,,,,,,,,,,L7484
Br,4,89.7577,,89.7572+,,250,,,2.00735,15.82064,4s2.4p2,1D,2,4s.4p3,3D,2,,,L1157
Br,4,89.8863,,89.8850+,,800,,,2.00735,15.80100,4s2.4p2,1D,2,4s.4p3,3D,1,,,L1157
Br,2,90.599,,,,500,,,,,,,,,,,,,L7484
Br,2,92.256,,,,300,,,,,,,,,,,,,L7484
Br,2,94.897,,,,1000,,,,,,,,,,,,,L7484
Br,3,94.90,,,,350,,,,,,,,,,,,,L7483
Br,3,96.04,,,,400,,,,,,,,,,,,,L7483
Br,3,98.49,,,,450,,,,,,,,,,,,,L7483
Br,2,98.493,,,,500,,,,,,,,,,,,,L7484
Br,2,101.210,,,,500,,,,,,,,,,,,,L7392
Br,2,101.554,,,,1000,,,,,,,,,,,,,L7484
Br,4,101.6346,,101.6412+,,80,,,15.80100,27.99923,4s.4p3,3D,1,4s2.4p.5p,1D,2,,,L1157
Br,2,103.702,,,,500,,,,,,,,,,,,,L7392
Br,5,104.160,,,,600,,,,,,,,,,,,,L930
Br,2,104.900,,,,1000,,,,,,,,,,,,,L7484
Br,4,106.4325,,106.4327+,,250,,,15.80100,27.45008,4s.4p3,3D,1,4s2.4p.5p,3P,2,,,L1157
Br,2,106.476,,,,450,,,,,,,,,,,,,L7484
Br,5,106.915,,,,1000,,,,,,,,,,,,,L930
Br,2,107.187,,,,500,,,,,,,,,,,,,L7392
Br,4,107.6587,,107.6589+,,700,,,15.93368,27.45008,4s.4p3,3D,3,4s2.4p.5p,3P,2,,,L1157
Br,5,108.054,,,,500,,,,,,,,,,,,,L930
Br,4,108.8921,,108.8990+,,150,,,15.93368,27.31893,4s.4p3,3D,3,4s2.4p.5p,3D,3,,,L1157
Br,1,110.1498,0.00035,110.1498+,,250,,,0.456912,11.71287,4s2.4p5,2P*,1/2,4s2.4p4.(1D<2>).6s,2[2],3/2,,,L351
Br,5,111.213,,,,900,,,,,,,,,,,,,L930
Br,4,112.3726,,112.3710+,,25,,,15.80100,26.83447,4s.4p3,3D,1,4s2.4p.5p,3D,2,,,L1157
Br,4,112.8545,,112.8620+,,200,,,15.80100,26.78648,4s.4p3,3D,1,4s2.4p.5p,3D,1,,,L1157
Br,1,113.4588,0.0007,113.46221+,,300*,,,0.000000,10.927356,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).7s,2[2],5/2,,,L351
Br,1,113.4588,0.0007,113.45753+,,300*,,,0.456912,11.384719,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).7d,2[0],1/2,,,L351
Br,1,113.6294,0.00035,113.62900+,,250,,,0.456912,11.368228,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).7d,2[1],1/2,,,L351
Br,5,114.356,,,,1000,,,,,,,,,,,,,L930
Br,1,117.7233,0.00035,117.72301+,,250,,,0.000000,10.531858,4s2.4p5,2P*,3/2,4s2.4p4.(3P<0>).4d,2[2],5/2,,,L351
Br,1,117.8895,0.00035,117.88894+,,400,6.e+06,E,0.000000,10.517034,4s2.4p5,2P*,3/2,4s.4p6,2S,1/2,,T3187,L351
Br,1,118.9279,0.00035,118.92767+,,1000,,,0.456912,10.882088,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).5d,2[2],3/2,,,L351
Br,1,118.9378,0.00035,118.93786+,,250,,,0.000000,10.424284,4s2.4p5,2P*,3/2,4s2.4p4.(3P<1>).4d,2[2],3/2,,,L351
Br,1,118.9498,0.00035,118.95001+,,1000,,,0.456912,10.880130,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).5d,2[0],1/2,,,L351
Br,1,119.8371,0.00035,119.83739+,,500,,,0.456912,10.802948,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).5d,2[1],3/2,,,L351
Br,4,119.8714,,119.8762+,,100,,,17.65654,27.99923,4s.4p3,3P,2,4s2.4p.5p,1D,2,,,L1157
Br,1,120.9756,0.00035,120.97520+,,800,,,0.000000,10.248728,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).6s,2[2],3/2,,,L351
Br,1,121.0734,0.00035,121.07392+,,1000,,,0.456912,10.697283,4s2.4p5,2P*,1/2,4s2.4p4.(3P<0>).6s,2[0],1/2,,,L351
Br,1,121.6006,0.00035,121.60099+,,750,,,0.000000,10.195986,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).6s,2[2],5/2,,,L351
Br,1,122.1128,0.00035,122.11251+,,1000,,,0.456912,10.610187,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).6s,2[1],1/2,,,L351
Br,1,122.1870,0.00035,122.18662+,,900,,,0.000000,10.147117,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[2],3/2,,,L351
Br,1,122.3240,0.00035,122.32402+,,1000,,,0.456912,10.592631,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).6s,2[1],3/2,,,L351
Br,1,122.4408,0.00035,122.44056+,,1200,,,0.000000,10.126072,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[2],5/2,,,L351
Br,1,122.6899,0.00035,122.68983+,,1200,,,0.456912,10.562411,4s2.4p5,2P*,1/2,4s2.4p4.(3P<0>).4d,2[2],3/2,,,L351
Br,4,122.8041,,122.8023+,,600,,,0.32509,10.42133,4s2.4p2,3P,1,4s.4p3,5S,2,,,L1157
Br,1,122.8049,0.00035,122.80491+,,750,,,0.000000,10.096030,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[0],1/2,,,L351
Br,1,123.2431,0.00035,123.24323+,,7500,,,0.456912,10.517034,4s2.4p5,2P*,1/2,4s.4p6,2S,1/2,,,L351
Br,1,124.3897,0.00035,124.39005+,,1200,,,0.456912,10.424284,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).4d,2[2],3/2,,,L351
Br,1,124.9589,0.00035,124.95876+,,800,,,0.000000,9.922009,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[1],1/2,,,L351
Br,1,125.1664,0.00035,125.16700+,,1500,,,0.456912,10.362413,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).4d,2[1],3/2,,,L351
Br,1,125.5799,0.00035,125.57975+,,1000,,,0.000000,9.872945,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[1],3/2,,,L351
Br,1,125.9199,0.00035,125.91945+,,1500,,,0.456912,10.303222,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).4d,2[1],1/2,,,L351
Br,1,126.1658,0.00035,126.16560+,,1200,,,0.000000,9.827100,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).4d,2[3],5/2,,,L351
Br,4,126.3673,,126.3716+,,800,,,17.32088,27.13196,4s.4p3,3P,0,4s2.4p.5p,3P,1,,,L1157
Br,4,126.5949,,126.5980+,,50,,,17.65654,27.45008,4s.4p3,3P,2,4s2.4p.5p,3P,2,,,L1157
Br,1,126.6200,0.00035,126.62022+,,1200,,,0.456912,10.248728,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).6s,2[2],3/2,,,L351
Br,4,126.6290,,126.6297+,,500,,,17.84552,27.63660,4s.4p3,1D,2,4s2.4p.5p,3S,1,,,L1157
Br,4,127.4822,,127.4831+,,900,,,0.69579,10.42133,4s2.4p2,3P,2,4s.4p3,5S,2,,,L1157
Br,1,127.9477,0.00035,127.94795+,,1000,,,0.456912,10.147117,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).4d,2[2],3/2,,,L351
Br,4,128.3148,,128.3163+,,20,,,17.65654,27.31893,4s.4p3,3P,2,4s2.4p.5p,3D,3,,,L1157
Br,1,128.6259,0.00035,128.62608+,,1000,,,0.456912,10.096030,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).4d,2[0],1/2,,,L351
Br,4,130.2667,,130.2721+,,150,,,17.61463,27.13196,4s.4p3,3P,1,4s2.4p.5p,3P,1,,,L1157
Br,4,130.8546,,130.8483+,,500,,,17.65654,27.13196,4s.4p3,3P,2,4s2.4p.5p,3P,1,,,L1157
Br,4,130.9903,,130.9840+,,800,,,17.32088,26.78648,4s.4p3,3P,0,4s2.4p.5p,3D,1,,,L1157
Br,1,130.9908,0.00035,130.99094+,,3000,,,0.456912,9.922009,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).4d,2[1],1/2,,,L351
Br,3,131.35,,,,250,,,,,,,,,,,,,L7483
Br,1,131.6735,0.00035,131.67349+,,3000,,,0.456912,9.872945,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).4d,2[1],3/2,,,L351
Br,1,131.7372,0.00035,131.73750+,,1000,2.8e+07,E,0.000000,9.411458,4s2.4p5,2P*,3/2,4s2.4p4.(1D<2>).5s,2[2],3/2,,T8844,L351
Br,1,131.7695,0.00035,131.76909+,,2000,1.0e+09,E,0.000000,9.409202,4s2.4p5,2P*,3/2,4s2.4p4.(1D<2>).5s,2[2],5/2,,T8844,L351
Br,4,134.4705,,134.475+,,300,,,17.61463,26.83447,4s.4p3,3P,1,4s2.4p.5p,3D,2,,,L1157
Br,4,135.1677,,135.179+,,200,,,17.61463,26.78648,4s.4p3,3P,1,4s2.4p.5p,3D,1,,,L1157
Br,4,135.7912,,135.800+,,120,,,17.65654,26.78648,4s.4p3,3P,2,4s2.4p.5p,3D,1,,,L1157
Br,4,137.9231,,137.930+,,20,,,17.84552,26.83447,4s.4p3,1D,2,4s2.4p.5p,3D,2,,,L1157
Br,1,138.4598,0.00035,138.4595+,,12000,5.e+08,E,0.456912,9.411458,4s2.4p5,2P*,1/2,4s2.4p4.(1D<2>).5s,2[2],3/2,,T8844,L351
Br,3,140.29,,,,250,,,,,,,,,,,,,L7483
Br,5,142.975,,,,150,,,,,,,,,,,,,L930
Br,5,144.260,,,,400,,,,,,,,,,,,,L930
Br,1,144.9903,0.00035,144.99013+,,3000,9.e+08,E,0.000000,8.551216,4s2.4p5,2P*,3/2,4s2.4p4.(3P<0>).5s,2[0],1/2,,T8844,L351
Br,5,147.035,,,,150,,,,,,,,,,,,,L930
Br,4,147.3561,,147.355+,,150,,,2.00735,10.42133,4s2.4p2,1D,2,4s.4p3,5S,2,,,L1157
Br,1,148.8452,0.00035,148.84589+,,50000,2.0e+08,D+,0.000000,8.329702,4s2.4p5,2P*,3/2,4s2.4p4.(3P<1>).5s,2[1],3/2,,T3064,L351
Br,4,150.8025,,150.792+,,120,,,19.77705,27.99923,4s2.4p.4d,3F,3,4s2.4p.5p,1D,2,,,L1157
Br,1,153.1743,0.00035,153.1746+,,30000,6.e+08,E,0.456912,8.551216,4s2.4p5,2P*,1/2,4s2.4p4.(3P<0>).5s,2[0],1/2,,T8844,L351
Br,1,154.0654,0.00035,154.06614+,,25000,2.2e+08,D+,0.000000,8.047466,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).5s,2[2],3/2,,T3064,L351
Br,1,157.4841,0.00035,157.4844+,,30000,2.0e+07,D+,0.456912,8.329702,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).5s,2[1],3/2,,T3064,L351
Br,1,157.6387,0.00035,157.63808+,,20000,5.7e+06,D+,0.000000,7.865117,4s2.4p5,2P*,3/2,4s2.4p4.(3P<2>).5s,2[2],5/2,,T3064,L351
Br,1,158.2312,0.00035,158.2313+,,25000,5.e+07,E,0.456912,8.292543,4s2.4p5,2P*,1/2,4s2.4p4.(3P<1>).5s,2[1],1/2,,T8844,L351
Br,4,159.3830,,159.374+,,700,,,20.21978,27.99923,4s2.4p.4d,3F,2,4s2.4p.5p,1D,2,,,L1157
Br,4,161.5890,,161.585+,,700,,,19.77705,27.45008,4s2.4p.4d,3F,3,4s2.4p.5p,3P,2,,,L1157
Br,1,163.3404,0.00035,163.3401+,,75000,2.3e+07,D+,0.456912,8.047466,4s2.4p5,2P*,1/2,4s2.4p4.(3P<2>).5s,2[2],3/2,,T3064,L351
Br,4,164.3988,,164.394+,,900,,,19.77705,27.31893,4s2.4p.4d,3F,3,4s2.4p.5p,3D,3,,,L1157
Br,4,170.3506,,170.345+,,1000,,,20.04051,27.31893,4s2.4p.4d,3F,4,4s2.4p.5p,3D,3,,,L1157
Br,4,174.6459,,174.647+,,600,,,20.21978,27.31893,4s2.4p.4d,3F,2,4s2.4p.5p,3D,3,,,L1157
Br,4,177.2420,,177.225+,,30,,,21.00336,27.99923,4s2.4p.4d,3D,2,4s2.4p.5p,1D,2,,,L1157
Br,4,180.0257,,180.026+,,800,,,20.74957,27.63660,4s2.4p.4d,3D,1,4s2.4p.5p,3S,1,,,L1157
Br,4,186.6495,,186.657+,,100,,,21.35689,27.99923,4s2.4p.4d,3D,3,4s2.4p.5p,1D,2,,,L1157
Br,4,192.3198,,192.321+,,700,,,21.00336,27.45008,4s2.4p.4d,3D,2,4s2.4p.5p,3P,2,,,L1157
Br,4,194.2712,,194.260+,,150,,,20.74957,27.13196,4s2.4p.4d,3D,1,4s2.4p.5p,3P,1,,,L1157
element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Br,4,200.8221,,200.843+,,10,,,21.82803,27.99923,4s2.4p.4d,3P,2,4s2.4p.5p,1D,2,,,L1157
Br,4,202.2069,,202.239+,,10,,,21.00336,27.13196,4s2.4p.4d,3D,2,4s2.4p.5p,3P,1,,,L1157
Br,4,202.3885,,202.403+,,800,,,26.78648,32.91012,4s2.4p.5p,3D,1,4s2.4p.6s,1P,1,,,L1157
Br,4,202.8526,,202.847+,,600,,,26.79988,32.91012,4s2.4p.5p,3P,0,4s2.4p.6s,1P,1,,,L1157
Br,4,203.4291,,203.415+,,800,,,21.35689,27.45008,4s2.4p.4d,3D,3,4s2.4p.5p,3P,2,,,L1157
Br,4,203.6842,,203.692+,,200,,,20.74957,26.83447,4s2.4p.4d,3D,1,4s2.4p.5p,3D,2,,,L1157
Br,4,203.9836,,204.002+,,10,,,26.83447,32.91012,4s2.4p.5p,3D,2,4s2.4p.6s,1P,1,,,L1157
Br,4,204.8796,,204.857+,,800,,,20.74957,26.79988,4s2.4p.4d,3D,1,4s2.4p.5p,3P,0,,,L1157
Br,4,206.6450,,206.672+,,600,,,26.78648,32.78365,4s2.4p.5p,3D,1,4s2.4p.6s,3P,2,,,L1157
Br,4,207.8998,,207.890+,,500,,,21.35689,27.31893,4s2.4p.4d,3D,3,4s2.4p.5p,3D,3,,,L1157
Br,4,208.3232,,208.339+,,500,,,26.83447,32.78365,4s2.4p.5p,3D,2,4s2.4p.6s,3P,2,,,L1157
Br,4,209.1945,,209.192+,,1000,,,22.07431,27.99923,4s2.4p.4d,1F,3,4s2.4p.5p,1D,2,,,L1157
Br,4,212.5793,,212.558+,,300,,,21.00336,26.83447,4s2.4p.4d,3D,2,4s2.4p.5p,3D,2,,,L1157
Br,4,213.3789,,213.383+,,1000,,,21.82803,27.63660,4s2.4p.4d,3P,2,4s2.4p.5p,3S,1,,,L1157
Br,4,214.3007,,214.322+,,900,,,21.00336,26.78648,4s2.4p.4d,3D,2,4s2.4p.5p,3D,1,,,L1157
Br,4,214.5014,,214.506+,,1000,,,27.13196,32.91012,4s2.4p.5p,3P,1,4s2.4p.6s,1P,1,,,L1157
Br,4,217.8717,,217.895+,,800,,,22.31092,27.99923,4s2.4p.4d,3P,1,4s2.4p.5p,1D,2,,,L1157
Br,4,219.3170,,219.307+,,700,,,27.13196,32.78365,4s2.4p.5p,3P,1,4s2.4p.6s,3P,2,,,L1157
Br,4,220.4477,,220.463+,,900,,,21.82803,27.45008,4s2.4p.4d,3P,2,4s2.4p.5p,3P,2,,,L1157
Br,4,224.1517,,224.160+,,700,,,22.10725,27.63660,4s2.4p.4d,3P,0,4s2.4p.5p,3S,1,,,L1157
Br,4,224.3385,,224.348+,,400,,,22.47452,27.99923,4s2.4p.4d,1P,1,4s2.4p.5p,1D,2,,,L1157
Br,4,225.7212,,225.729+,,1000,,,21.82803,27.31893,4s2.4p.4d,3P,2,4s2.4p.5p,3D,3,,,L1157
Br,4,226.2982,,226.278+,,800,,,21.35689,26.83447,4s2.4p.4d,3D,3,4s2.4p.5p,3D,2,,,L1157
Br,4,226.8107,,226.811+,,500,,,27.31893,32.78365,4s2.4p.5p,3D,3,4s2.4p.6s,3P,2,,,L1157
Br,4,226.9996,,227.005+,,800,,,27.45008,32.91012,4s2.4p.5p,3P,2,4s2.4p.6s,1P,1,,,L1157
Br,4,227.2725,,227.259+,,1000,,,22.54529,27.99923,4s2.4p.5s,3P,1,4s2.4p.5p,1D,2,,,L1157
Br,2,228.517,,,,350,,,,,,,,,,,,,L7392
Br,2,228.760,,,,350,,,,,,,,,,,,,L7392
Br,3,229.344,,,,400w,,,,,,,,,,,,,L7483
Br,4,230.7398,,230.739+,,1000,,,22.62753,27.99923,4s2.4p.4d,1D,2,4s2.4p.5p,1D,2,,,L1157
Br,3,231.329,,,,300,,,,,,,,,,,,,L7483
Br,2,231.730,,,,500w,,,,,,,,,,,,,L7392
Br,4,232.3944,,232.388+,,350,,,27.45008,32.78365,4s2.4p.5p,3P,2,4s2.4p.6s,3P,2,,,L1157
Br,4,232.7203,,232.733+,,700,,,22.31092,27.63660,4s2.4p.4d,3P,1,4s2.4p.5p,3S,1,,,L1157
Br,4,232.9764,,232.971+,,800,,,22.31636,27.63660,4s2.4p.5s,3P,0,4s2.4p.5p,3S,1,,,L1157
Br,4,233.6921,,233.687+,,900,,,21.82803,27.13196,4s2.4p.4d,3P,2,4s2.4p.5p,3P,1,,,L1157
Br,2,233.693,,,,400,,,,,,,,,,,,,L7392
Br,4,235.0226,,235.035+,,750,,,27.63660,32.91012,4s2.4p.5p,3S,1,4s2.4p.6s,1P,1,,,L1157
Br,4,236.3192,,236.330+,,25,,,22.07431,27.31893,4s2.4p.4d,1F,3,4s2.4p.5p,3D,3,,,L1157
Br,2,238.645,,,,350,,,,,,,,,,,,,L7392
Br,2,238.670,,,,500,,,,,,,,,,,,,L7392
Br,2,238.869,,,,300,,,,,,,,,,,,,L7392
Br,2,238.896,,,,450,,,,,,,,,,,,,L7392
Br,2,238.969,,,,500,,,,,,,,,,,,,L7392
Br,2,239.221,,,,350,,,,,,,,,,,,,L7392
Br,2,239.242,,,,400,,,,,,,,,,,,,L7392
Br,4,240.8161,,240.811+,,1000,,,27.63660,32.78365,4s2.4p.5p,3S,1,4s2.4p.6s,3P,2,,,L1157
Br,4,241.1579,,241.181+,,1000,,,22.31092,27.45008,4s2.4p.4d,3P,1,4s2.4p.5p,3P,2,,,L1157
Br,3,246.239,,,,300,,,,,,,,,,,,,L7483
Br,3,248.260,,,,300,,,,,,,,,,,,,L7483
Br,2,248.850,,,,300,,,,,,,,,,,,,L7392
Br,2,249.522,,,,300w,,,,,,,,,,,,,L7392
Br,3,249.925,,,,350,,,,,,,,,,,,,L773
Br,2,252.170,,,,450,,,,,,,,,,,,,L7392
Br,3,252.949,,,,350,,,,,,,,,,,,,L7483
Br,2,254.148,,,,400,,,,,,,,,,,,,L7392
Br,3,255.109,,,,350w,,,,,,,,,,,,,L7483
Br,2,255.692,,,,400,,,,,,,,,,,,,L7392
Br,3,257.083,,,,350w,,,,,,,,,,,,,L7483
Br,3,257.317,,,,300w,,,,,,,,,,,,,L7483
Br,3,258.499,,,,400w,,,,,,,,,,,,,L7483
Br,3,258.914,,,,500,,,,,,,,,,,,,L7483
Br,3,259.448,,,,300w,,,,,,,,,,,,,L7483
Br,3,259.598,,,,400w,,,,,,,,,,,,,L7483
Br,3,260.620,,,,450w,,,,,,,,,,,,,L7483
Br,3,260.815,,,,350w,,,,,,,,,,,,,L7483
Br,3,261.313,,,,500w,,,,,,,,,,,,,L7483
Br,3,261.626,,,,350w,,,,,,,,,,,,,L7483
Br,3,262.652,,,,500w,,,,,,,,,,,,,L7483
Br,3,262.923,,,,350w,,,,,,,,,,,,,L7483
Br,3,263.960,,,,350w,,,,,,,,,,,,,L7483
Br,3,267.153,,,,350w,,,,,,,,,,,,,L7483
Br,2,269.017,,,,350,,,,,,,,,,,,,L7392
Br,2,271.377,,,,400,,,,,,,,,,,,,L7392
Br,3,273.583,,,,350w,,,,,,,,,,,,,L7483
Br,2,274.652,,,,350w,,,,,,,,,,,,,L7392
Br,3,277.050,,,,300,,,,,,,,,,,,,L7483
Br,3,278.528,,,,300w,,,,,,,,,,,,,L7483
Br,3,280.416,,,,300,,,,,,,,,,,,,L7483
Br,2,280.755,,,,300w,,,,,,,,,,,,,L7392
Br,2,289.340,,,,400w,,,,,,,,,,,,,L7392
Br,2,291.718,,,,400w,,,,,,,,,,,,,L7392
Br,3,292.696,,,,400,,,,,,,,,,,,,L7483
Br,3,293.622,,,,300,,,,,,,,,,,,,L7483
Br,2,296.721,,,,400w,,,,,,,,,,,,,L7392
Br,3,296.900,,,,350,,,,,,,,,,,,,L7483
Br,2,297.226,,,,500w,,,,,,,,,,,,,L7392
Br,2,298.186,,,,300,,,,,,,,,,,,,L7392
Br,2,298.587,,,,300w,,,,,,,,,,,,,L7392
Br,2,298.653,,,,300w,,,,,,,,,,,,,L7392
Br,3,299.404,,,,400,,,,,,,,,,,,,L7483
Br,2,301.648,,,,300w,,,,,,,,,,,,,L7392
Br,3,302.076,,,,500,,,,,,,,,,,,,L7483
Br,3,303.363,,,,300,,,,,,,,,,,,,L7483
Br,3,303.645,,,,350,,,,,,,,,,,,,L7483
Br,3,307.442,,,,500,,,,,,,,,,,,,L7483
Br,3,309.194,,,,350,,,,,,,,,,,,,L7483
Br,3,311.729,,,,350,,,,,,,,,,,,,L7483
Br,3,314.781,,,,300,,,,,,,,,,,,,L773
Br,3,317.408,,,,400,,,,,,,,,,,,,L773
Br,3,332.108,,,,300,,,,,,,,,,,,,L7483
Br,3,333.307,,,,450,,,,,,,,,,,,,L773
Br,3,334.964,,,,500,,,,,,,,,,,,,L773
Br,3,338.525,,,,300,,,,,,,,,,,,,L773
Br,2,342.382,,,,350,,,,,,,,,,,,,L7484
Br,3,344.736,,,,450,,,,,,,,,,,,,L773
Br,3,348.758,,,,400,,,,,,,,,,,,,L773
Br,3,350.647,,,,300,,,,,,,,,,,,,L7483
Br,3,351.736,,,,450,,,,,,,,,,,,,L773
Br,3,354.016,,,,500,,,,,,,,,,,,,L773
Br,3,355.108,,,,300,,,,,,,,,,,,,L7483
Br,3,356.243,,,,500,,,,,,,,,,,,,L773
Br,3,360.071,,,,450,,,,,,,,,,,,,L773
Br,2,360.680,,,,300w,,,,,,,,,,,,,L7392
Br,3,369.353,,,,250,,,,,,,,,,,,,L7483
Br,2,371.430,,,,350,,,,,,,,,,,,,L7484
Br,1,381.5650,0.0005,381.5654+,,1200,,,7.865117,11.113552,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).7p,2[3]*,7/2,,,L351
Br,3,382.026,,,,450,,,,,,,,,,,,,L773
Br,2,383.469,,,,350,,,,,,,,,,,,,L7484
Br,2,387.121,,,,300,,,,,,,,,,,,,L7484
Br,2,389.163,,,,400,,,,,,,,,,,,,L7484
Br,2,390.124,,,,300,,,,,,,,,,,,,L7484
Br,3,390.395,,,,200,,,,,,,,,,,,,L7483
Br,2,391.420,,,,300,,,,,,,,,,,,,L7484
Br,2,391.438,,,,500,,,,,,,,,,,,,L7484
Br,2,391.951,,,,350,,,,,,,,,,,,,L7484
Br,2,392.409,,,,400,,,,,,,,,,,,,L7484
Br,2,392.955,,,,300,,,,,,,,,,,,,L7484
Br,2,393.969,,,,350,,,,,,,,,,,,,L7484
Br,2,395.061,,,,350,,,,,,,,,,,,,L7484
Br,2,398.038,,,,500,,,,,,,,,,,,,L7484
Br,1,399.2363,0.0005,399.2363+,,1500,,,8.047466,11.152122,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(3P<0>).6p,2[1]*,3/2,,,L351
Br,2,402.404,,,,300,,,,,,,,,,,,,L7484
Br,2,413.566,,,,300,,,,,,,,,,,,,L7484
Br,2,414.020,,,,300,,,,,,,,,,,,,L7484
Br,2,417.963,,,,400,,,,,,,,,,,,,L7484
Br,2,419.345,,,,300,,,,,,,,,,,,,L7484
Br,2,422.389,,,,1000,,,,,,,,,,,,,L7484
Br,2,423.689,,,,300,,,,,,,,,,,,,L7484
Br,2,429.139,,,,300,,,,,,,,,,,,,L7392
Br,1,436.5139,0.0006,436.515+,,2000,1.5e+06,D+,8.292543,11.132068,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<2>).7p,2[1]*,3/2,,T1857n,L351
Br,2,436.560,,,,1000,,,,,,,,,,,,,L7484
Br,1,442.5140,0.0006,442.513+,,1500,9.e+05,D+,8.047466,10.848497,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[1]*,1/2,,T1857n,L351
Br,1,444.1740,0.0006,444.173+,,10000,1.5e+06,C,7.865117,10.655681,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,447.2609,0.0006,447.260+,,10000,2.2e+06,D,8.047466,10.818773,4s2.4p4.(3P<2>).5s,2[2],3/2,4s2.4p4.(1D<2>).5p,2[1]*,3/2,,"T6936n,T9382",L351
Br,1,447.7720,0.0006,447.772+,,20000,2.1e+06,C,7.865117,10.633254,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[3]*,7/2,,"T6936n,T9382",L351
Br,1,449.0419,0.0006,449.041+,,1000,1.6e+06,E,8.292543,11.052857,4s2.4p4.(3P<1>).5s,2[1],1/2,4s2.4p4.(3P<1>).6p,2[1]*,1/2,,T1857n,L351
Br,3,450.655,,,,350,,,,,,,,,,,,,L773
Br,1,451.3439,0.0006,451.344+,,3000,5.7e+05,D+,7.865117,10.611349,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[2]*,3/2,,T1857n,L351
Br,3,451.974,,,,200,,,,,,,,,,,,,L7483
Br,1,452.5590,0.0006,452.559+,,15000,1.5e+06,D+,7.865117,10.603974,4s2.4p4.(3P<2>).5s,2[2],5/2,4s2.4p4.(3P<2>).6p,2[2]*,5/2,,T1857n,L351
Br,2,452.960,,,,300,,,,,,,,,,,,,L7484
Br,2,454.292,,,,500,,,,,,,,,,,,,L7484
Br,1,457.5739,0.0006,457.574+,,3000,,,8.329702,11.038541,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).6p,2[1]*,3/2,,,L351
Br,2,460.136,,,,300,,,,,,,,,,,,,L7484
Br,1,461.4579,0.0006,461.457+,,2500,,,8.329702,11.015749,4s2.4p4.(3P<1>).5s,2[1],3/2,4s2.4p4.(3P<1>).6p,2[2]*,5/2,,,L351
Br,2,462.270,,,,350,,,,,,,,,,,,,L7392
Br,2,464.202,,,,300,,,,,,,,,,,,,L7484
Br,2,465.198,,,,300,,,,,,,,,,,,,L7484
Br,2,467.870,,,,500,,,,,,,,,,,,,L7484
Br,2,469.317,,,,400,,,,,,,,,,,,,L7392
Br,2,470.485,,,,500,1.1e+08,,,,,,2,,,3,,T8043,L7484
Br,2,471.976,,,,350,,,,,,,,,,,,,L7484
